Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
i love zzz,love,Positive,Positive
semangat min. yang sabar juga ngadepin komen² yang padahal ada solusinya 😅,semangat min sabar ngadepin komen solusi,Positive,Positive
Gooner game😹,gooner,Positive,Positive
tolong optimalisasi di mobile di perbaik lagi,tolong optimalisasi mobile baik,Positive,Positive
mantap emang,mantap,Positive,Positive
Game yang menyenangkan tapi perlu lebih balance di bagian grafik,senang balance grafik,Positive,Positive
The gameplay is relaxing and fun so I hope this game continues to develop and update more unique characters 😹,the gameplay is relaxing and fun sok hope this continues develop and update more unique characters,Negative,Positive
fun game,fun,Positive,Positive
Ellen nya loh rek besar bet🤓,ellen loh rek,Positive,Positive
Alamak good game,alamak good,Positive,Positive
baguss bangett game nyaa,bagus,Positive,Positive
"mengesampingkan spek minimum device, game ini benar-benar dapat dinikmati sebagai player f2p dan yang tidak terlalu mengejar meta. Dengan powercreep yang tidak terlalu cepat seperti kakak-kakaknya, membuat sebagian besar character di zzz masih relevan tiap patch ke patch. Sejauh ini, zzz masih bisa dikategorikan sbg game baik, bansosnya lancar, polychrome yang bisa didapatkan cukup stabil. Meski begitu, buat new player zzz itu cukup try hard buat story awal-awal",samping spek minimum device benarbenar nikmat player fp kejar meta powercreep cepat kakakkakaknya character relevan patch patch kategori bansosnya lancar polychrome dapat stabil new player try hard story awalawal,Negative,Positive
"bintang 5,aku suka susu",bintang suka susu,Negative,Positive
Game Kerenn 😎,keren,Positive,Positive
vergil daughter is too strong dawg,vergil daughter is too strong dawg,Positive,Positive
"makasih sudah mendengarkan, dan untuk sekarang sudah aman",terima kasih dengar aman,Positive,Positive
Gue paling suka gameplay game ini. Tolong adain open world supaya lebih seru. Mantap,suka gameplay tolong ada open world seru mantap,Positive,Positive
bagus tapi aku juga dapet karakter Evelyn itu bagus tapi bolehkah downloadnya sampai 2 kali ini sama aja sama honkai impact 3 lama banget download-an nya,bagus karakter evelyn bagus downloadnya honkai impact downloadan,Positive,Positive
Bagus,bagus,Positive,Positive
karna gw sepuh wkwk,sepuh wkwk,Negative,Positive
Sehat-sehat game baik,sehatsehat,Positive,Positive
intinya zenless tuh terlalu perfect lah untuk sebuah game👍,inti zenless tuh perfect,Positive,Positive
"Pengalaman Bermain Yang Menyenangkan Dan Seru Kadang Tegang Banget Main Game ini dan kadang greget lihat battlenya Dan jugaCutscene?10/10 Keren Banget Serasa Nonton anime Xixi.Selebihnya Nice Semua,Bansos Ada,Dan Mungkin ada beberapa gameplay yang ribet karna sedang menyesuaikan :) Overall 10/10",alam main senang seru kadang tegang kadang greget battlenya jugacutscene keren serasa tonton anime xixiselebihnya nice semuabansos adad gameplay ribet sesuai overall,Positive,Positive
Visual game nya eyecatching banget👍,visual eyecatching,Positive,Positive
Peak,peak,Positive,Positive
"Makasih udah bikin karakter secantik Yanagi, dan makasih juga udah bikin karakter seimut Burnice.",terima kasih bikin karakter cantik yanagi terima kasih bikin karakter seimut burnice,Positive,Positive
ZZZ NICE GAME,nice,Positive,Positive
"ekhmm bisa dibiliang f2p lah beda dari 2 game se dev, tapi rada kikir🗿",ekhmm dibiliang fp beda dev rada kikir,Positive,Positive
ratenya ZZZ banget,ratenya,Positive,Positive
Keren,keren,Positive,Positive
"Tolong untuk mihoyo tercinta, optimalkan game ini untuk hp mid range ke bawah karena masih agak lag,tolong yaa,love you mihoyo 😍🥰😚",tolong mihoyo cinta optimal hp mid range lagtolong yaalove you mihoyo,Positive,Positive
seru,seru,Positive,Positive
"game bagus, perpaduan santai dan combat yang seru! grafiknya manjain sih.",bagus padu santai combat seru grafik manja,Positive,Positive
"manato A rank? seriously? and made some random characters steals the spotlight instead? everyone know better that manato is loved by the community, and you guys decided to make him A rank..?",manato rank seriously and made some random characters steals the spotlight instead everyone know better that manato is loved by the community and you guys decided pakai him rank,Negative,Positive
keren,keren,Positive,Positive
bagus! pelepas stress,bagus lepas stres,Negative,Positive
"Tq hoyo, luck banget gw di game ini😂, soft pity trs, nah gitu donk hoyo jangan pelit pity ke player🗿",tq hoyo luck soft pity hoyo pelit pity player,Positive,Positive
Zenless Zone Zero Bagus Sekali & Seru Sekali👍👍👍,zenless zone zero bagus seru,Positive,Positive
Tolong banget tambahin keyboard dan mouse untuk gameplay yang versi mobile Kalau di tambahin saya kasi bintang lima,tolong tambah keyboard mouse gameplay versi mobile tambah kasih bintang,Positive,Positive
enjoy,enjoy,Positive,Positive
good game,good,Positive,Positive
"sangat bagus, dan ada karakter kesukaan saya🤗",bagus karakter suka,Positive,Positive
Game baru waifu baru😍,waifu,Positive,Positive
Hosimi Miyabi>_<,hosimi miyabi,Positive,Positive
"gamenya bagus, mekaniknya ok, karakternya Alamak, storynya bagus. tapi agak ngeframe dikit",bagus mekanik ok karakter alamak storynya bagus ngeframe dikit,Positive,Positive
Add a new agent that has a whip for a weapon,new agent that has whip for weapon,Positive,Positive
Yemss,yemss,Positive,Positive
BigblackNigaboy,bigblacknigaboy,Positive,Positive
"This game is great, i like it. But I have to regret that i didn't choose Wise to being the MC. So would the developer give me a change/opportunity to rechoose the MC without restart the account? Hope you reply this feed.",this is great like but have regret that didnt choose wise being the mc sok would the developer give me changeopportunity rechoose the mc without restart the account hope you reply this feed,Positive,Positive
Ok,ok,Positive,Positive
A game that change my entire life🤩,that change my entire life,Negative,Positive
"i love this game and play since debut release, but now in 2.2 i feel so much powercrept, even miyabi don't giva a damage to a boss in critical node, i Will gonna leave this game if patch 2.3 still like that",love this and play since debut release but now feel sok much powercrept even miyabi dont giva damage bos critical node will gon na leave this if patch still like that,Positive,Positive
Bansosnya agak kurang,bansosnya,Positive,Positive
bagus,bagus,Positive,Positive
gg gaming Ada hoshimi miyabi,gaming hoshimi miyabi,Positive,Positive
"HOYOO, HUGO RERUN PLSSS. MAKASIH ❤️",hoyoo hugo rerun pls terima kasih,Positive,Positive
"bagus bgt game nya, dr semua game hoyo ini yg paling best lah power creep sejauh ini sehat, story best, charnya juga bagus bagus, bansos pa lagi lancar jaya. good buat developer ni game. minus nya ya mungkin device emang harus agak high buat mainin ni game biar ga lag😆😆",bagus hoyo best power creep sehat story best charnya bagus bagus bansos lancar jaya good developer minus device high mainin biar lag,Positive,Positive
"Gamenya menarik tapi yang membosankan itu pas Waktu di TV² selebihnya bagus cuma bug saya gapernah ngalamin,semoga ga kikir",tarik bosan pas waktu tv lebih bagus bug ngalaminsemoga kikir,Positive,Positive
Bagus,bagus,Positive,Positive
Bagus cerita gampang masuk di otak banyak bonsos gameplay seru musik bagus,bagus cerita gampang otak bonsos gameplay seru musik bagus,Positive,Positive
Game udah bagus . cuma harus lebih dioptimalkan lagi di perangkat hp,bagus optimal perangkat hp,Positive,Positive
"Game bagus hanya saja tidak kompatibel dengan HP saya jadi saya main di PC, semoga di masa depan bisa dioptimasi lagi",bagus kompatibel hp pc moga dioptimasi,Positive,Positive
Awesome,awesome,Positive,Positive
Cihuy,cihuy,Positive,Positive
"Bagus Deng game nya , dari pada kakak yg tua tuh pelit kikir pula",bagus deng kakak tua tuh pelit kikir,Negative,Positive
"suka banget si sama mekanik battle di game ini, grafiknya juga menarik",suka mekanik battle grafik tarik,Positive,Positive
"pretty good , I rate 5 star, so please let me win 50-50",pretty good rate star sok please let me win,Positive,Positive
kekikiran zona 0 kikir!!,kikir zona kikir,Positive,Positive
What the sigma,what the sigma,Positive,Positive
the best game,the best,Positive,Positive
mantap jos,mantap jos,Positive,Positive
kenapa tidak kompatible untuk perangkat saya,kompatible perangkat,Positive,Positive
bansos lancar gameplay bagus terutama desain karakter cewek sering sering kasih event yang bagus,bansos lancar gameplay bagus desain karakter cewek kasih event bagus,Positive,Positive
"kenyang bansos, thx Dev zzz",kenyang bansos thx dev,Positive,Positive
Mantap bansos,mantap bansos,Positive,Positive
saya ga suka game ini karna sepupu saya,suka sepupu,Positive,Positive
Nice,nice,Positive,Positive
games with the worst gacha rates.,games with the worst gacha rates,Positive,Positive
gacha kikir,gacha kikir,Positive,Positive
Mantap min,mantap min,Positive,Positive
Nice lah,nice,Positive,Positive
fight nya seru si,fight seru,Positive,Positive
mantap,mantap,Positive,Positive
Sugoii nee,sugoii,Positive,Positive
Seru,seru,Positive,Positive
Jane doe got them GYATTT💀💀💀 (bagus bnget gamenya sangat asik),jane doe got them gyat bagus asik,Positive,Positive
"Good game i like the combat and style ,i prefer this than genshin impact ,hm maybe about device problem or lag while in combat maybe developer can fix it ,but overall this good",good like the combat and style prefer this tahan genshin impact hm maybe about device problem lag while combat maybe developer can fix but overall this good,Negative,Positive
keren,keren,Positive,Positive
Keren,keren,Positive,Positive
"Keren,",keren,Positive,Positive
PERFECT! YG KASI BINTANG 1 FIX HP NYA KENTANK.,perfect kasih bintang fix hp kentank,Positive,Positive
Selalu mental kalo mau main game,mental,Positive,Positive
game baik bersize tinggi untuk gerakan animasi yang bagus,bersize tinggi gera animasi bagus,Positive,Positive
game gacha terbaik yg pernah gw mainkan 🥰,gacha baik main,Positive,Positive
"Sejauh ini, ini game dari mihoyo yang terbaik. Good job mihoyo 👍",mihoyo baik good job mihoyo,Positive,Positive
sehat sehat game baik,sehat sehat,Positive,Positive
Nice,nice,Positive,Positive
seruuuuu,seru,Positive,Positive
Game kikir,kikir,Positive,Positive
"gk kerasa bentar lagi anniv, biasa main di pc lbih lebar, di mobile buat daily ajh",rasa bentar anniv pc lebar mobile daily,Negative,Positive
good game,good,Positive,Positive
Download>berburu id sepuh>unin 😋,downloadberburu id sepuhunin,Positive,Positive
Apa cuma saya yang sering tiba tiba keluar dari game padahal sedang di tengah tengah misi,tengah tengah misi,Positive,Positive
Keren banget,keren,Positive,Positive
"Di antara game hoyoverse,cuma ini yg gk recommend di hp mid end",hoyoversecuma recommend hp mid end,Positive,Positive
Keren,keren,Positive,Positive
gamenya seru dan banyak hadiah gratis dan juga desain karakternya bagus² dan cakep pokoknya mantap deh!,seru hadiah gratis desain karakter bagus cakep pokok mantap deh,Positive,Positive
sunnaku woi😡,sunnaku woi,Positive,Positive
Game bagus,bagus,Positive,Positive
bagus banget!!,bagus,Positive,Positive
Ku kira bakal bosen ternyata bikin nagih,ku bosan bikin nagih,Positive,Positive
Game yang bagus,bagus,Positive,Positive
Saya donwload dri link bion,donwload link bion,Positive,Positive
Good,good,Positive,Positive
Nice game banyakin resource gacha,nice banyak resource gacha,Positive,Positive
Game nya pas login gak bisa padahal di genshin impact bisa padahal udah nunggu lama 😭😭😭,pas login genshin impact tunggu,Positive,Positive
this game need optimization,this need optimization,Positive,Positive
keren,keren,Positive,Positive
gamenya ramah buat saya yg hpnya sedikit kentang Terima kasih buat anniversarynya,ramah hpnya kentang terima kasih anniversarynya,Positive,Positive
makin ngeleg ga dioptimalkan,ngeleg optimal,Positive,Positive
EASY 10/10 RATING!!,easy rating,Positive,Positive
"Game yang seru untuk pecinta pertarungan epik ,juga memberikan gaya bertarung yang menarik",seru cinta tarung epik gaya tarung tarik,Positive,Positive
Lets goooo too battel 🤩🤩🤩,lets go too battel,Positive,Positive
Manato is an A rank? I'm quitting this game bye~,manato is an rank im quitting this bye,Negative,Positive
"nice,Jane doe😋😋",nicejane doe,Positive,Positive
Emang hoyo ini keren banget,hoyo keren,Positive,Positive
Bagus,bagus,Positive,Positive
Awesome battle mecanisme,awesome battle mecanisme,Positive,Positive
Terimakasih game baik,terimakasih,Positive,Positive
"Mantaaapp , walaupun masih belum sepenuhnya optimal , tapi hp gw bisa main lancar , game MIHOYO tidak perlu di ragukan lagi👍",mantap sepenuh optimal hp lancar mihoyo ragu,Positive,Positive
I love it,love,Positive,Positive
"Suasana nya hidup,bagus sekali cuman kadang kadang ngedrop",suasana hidupbagus cuman kadang kadang ngedrop,Positive,Positive
Game kikir,kikir,Positive,Positive
Good,good,Positive,Positive
Yang kasih 1 star HP lu aja kentang anj makanya beli HP dulu bukannya top up,kasih star hp kentang anjing beli hp top up,Negative,Positive
Mantap,mantap,Positive,Positive
"Sejauh ini story dan experience game sudah memuaskan, hanya aja masih butuh optimalisasi lagi",story experience muas butuh optimalisasi,Positive,Positive
Thanks gamenya sudah di support compatible di heliog96,thanks support compatible heliog,Positive,Positive
MIYABI MY LOVEEEEEEE ❤,miyabi my love,Positive,Positive
Game op untuk pc,op pc,Positive,Positive
bagus bgt min gamennya,bagus min gamennya,Positive,Positive
low device is not allowed 😭,low device is not allowed,Positive,Positive
bagus,bagus,Positive,Positive
mantabb,mantab,Positive,Positive
nice game 👍👍🤝,nice,Positive,Positive
Nice Game,nice,Positive,Positive
"ini game peak banget bjir. character writing+story telling nya bagus, mekaniknya asik, mines optimalisasinya yg kureng. mohon buat lebih baik lagi🙏",peak bjir character writingstory telling bagus mekanik asik mes optimalisasi reng,Positive,Positive
"Gem baik, nekomiya dan miyabi🥰",gem nekomiya miyabi,Positive,Positive
"Warning :Shader error, gimana cara memperbaikinya di pc?",warning shader error baik pc,Negative,Positive
Kasih gw banyak karakter S aja sih,kasih karakter,Positive,Positive
good game 🎮🎮,good,Positive,Positive
Makasih ellen joe di pity 10 nya ❤❤🥰🥰🥰❤❤❤😘😘😍😘,terima kasih ellen joe pity,Positive,Positive
"Sangat suka,gamenya seruu",sukagamenya seru,Positive,Positive
sangat menyenangkan bermain zzz,senang main,Positive,Positive
hp kentang minggir dulu👍,hp kentang minggir,Positive,Positive
Kerja bagus,bagus,Positive,Positive
semoga tdk power creep,moga power creep,Positive,Positive
Seru bgt cerita nya karakter mc kakak adiknya juga bagus dan jgn lupa ada diskon 40% burger bangor,seru cerita karakter mc kakak adik bagus lupa diskon burger bangor,Positive,Positive
Keren,keren,Positive,Positive
"Gacha kikir, event annoying",gacha kikir event annoying,Positive,Positive
tòɓrut,trut,Positive,Positive
Game gacha terbaik ❤️,gacha baik,Positive,Positive
"dari semua game hoyo yang pernah gw mainin, cuman ni game yang bener2 jatuh cinta ma gw",hoyo mainin cuman jatuh cinta,Negative,Positive
game yang keren,keren,Positive,Positive
Nom Nom Shark,nom nom shark,Positive,Positive
Good game lah,good,Positive,Positive
"Mantap walau mode tv nya sedikit membosankan, sisanya udh mantapp",mantap mode tv bosan sisa mantap,Positive,Positive
"optimalisasi dong hoyo, plis kalo aja ini game bagus optimalisasinya yakin yang maen lebih banyak dari genshill",optimalisasi hoyo plis bagus optimalisasi genshill,Positive,Positive
well ok ok lah terus punya permintaan juga kalo bisa collab ama kamen rider zeztz soalnya agak bavus juga,well ok ok minta collab kamen rider zeztz bavus,Positive,Positive
game terbaik👍💯 story yg sangat bagus 👍,baik story bagus,Positive,Positive
Mantap,mantap,Positive,Positive
Bagus,bagus,Positive,Positive
"game nya seru,enak,petualangan nya seru bener bener bikin takjub. cuma saya nya aja yang males login",seruenakpetualangan seru bikin takjub malas login,Positive,Positive
Ga bisa dimainin,dimainin,Positive,Positive
Woilah rek😂😂😂,woilah rek,Positive,Positive
"Asli game ini bagus banget, mulai dari segi Graphics, storyline, gameplay, sama Fighting style-nya emang the best parah, dari size-nya aja emang worth it lah👌🏻",asli bagus segi graphics storyline gameplay fighting stylenya the best parah sizenya worth,Negative,Positive
mantap,mantap,Positive,Positive
Game nya sangat baik semoga memberikan karakter s lebih banyak😄,moga karakter,Positive,Positive
aku suka game ini dan cerita nya yg bagus banget aku suka game ini aku suka banget,suka cerita bagus suka suka,Positive,Positive
good but not too good enough especially on mobile phone....,good but not too good enough especially on mobile phone,Positive,Positive
kikir banget lu wok 😡,kikir wok,Positive,Positive
mantap,mantap,Positive,Positive
mantapp,mantap,Positive,Positive
Gem baik,gem,Positive,Positive
Bagus banget dan semangat ya terus ya. Semoga menjadi game yg murah dan tidak sombong/kikir,bagus semangat moga murah sombongkikir,Positive,Positive
aduhai besarnya tapi tetep tak mainin :3,aduhai besar mainin,Positive,Positive
Seru banget! Saya suka storynya yang gak bikin ngantuk,seru suka storynya bikin ngantuk,Positive,Positive
Game nya bur1k bgaus bgt aih,burk bgaus aih,Positive,Positive
"ini game lma2 kyk love story game,,story tellingnya gak kyk game2 pesaingnya,pdhl dev nya psti mumpuni,,ciri khas?Kalo bisa lebih baik knp tidak,, bahasa yg dipake jg lebay/kekanakan,mending English aja,,mgkn game ini khusus 12 ke bawah y,tp charnya rata2,,,sudahlah,,bansos ok,,jiggle fisik jgn ditanya,,harusnya 17+",love story gamestory tellingnya pesaingnyapdhl dev mumpuniciri khaskalo bahasa pakai lebaykekanakanmending english ajamgkn ytp charnya ratasudahlahbansos okjiggle fisik ditanyaharusnya,Positive,Positive
Game terbaik dengan grafik yg luar biasa. Serasa mimpi main ni. Mimpi yg nyata. GRAFIK GA BIKIN KECEWA. KEREN BANGET. MOGA ADA KEMUDAHAN MAIN GAME INI. BIAR PARA FANS NYA GA DI BUAT KECEWA😎🤟,baik grafik serasa mimpi mimpi grafik bikin kecewa keren moga mudah biar fan kecewa,Positive,Positive
best gacha game sejauh ini buat ku,best gacha ku,Positive,Positive
"Mudah2an tidak ada kendala, sukses selalu lord.",mudah kendala sukses lord,Positive,Positive
Game terbaik. Game satu-satunya yang bisa menghabiskan waktu sepanjang dalam hidup saya. Terima kasih atas supportnya kepada pihak developer karena gamenya sudah support lagi di device saya.,baik satusatunya habis waktu hidup terima kasih supportnya developer support device,Positive,Positive
Gem cihuy gerafik bagus GK ramah Ama hp kentang😁,gem cihuy gerafik bagus ramah hp kentang,Positive,Positive
Fresh bgt sih ini game nya,fresh,Negative,Positive
best,best,Positive,Positive
ABSOLUTE PEAKKKKK,absolute peak,Positive,Positive
"Menurut saya game nya bagus, mekanik game nya bagus, tambahin lagi bansos nya😁😁",bagus mekanik bagus tambah bansos,Positive,Positive
"Sangat suka dengan game ini, sangat menarik dan seru",suka tarik seru,Positive,Positive
Asik coy,asik coy,Positive,Positive
Optimalkan lagi Hoyo,optimal hoyo,Positive,Positive
Sangat seru,seru,Positive,Positive
comeback,comeback,Negative,Positive
"Seru dan gameplay nya gak bosenin. Tapi kalo bisa tambahin fitur pause pas pertarungan dong, jadi bingung kalo harus ngelakuin sesuatu, apalagi kalo ada bates waktu ngelawannya",seru gameplay bosan tambah fitur pause pas tarung bingung bates waktu ngelawannya,Positive,Positive
Gim jembot,gim jembot,Positive,Positive
80 zonk.. sama aja ini kek saudaranya genshin,zonk saudara genshin,Positive,Positive
Hebat,hebat,Positive,Positive
gamenya bagus dan grafiknya bagus dan pembuat game ini semangat terus sehat selalu,bagus grafik bagus buat semangat sehat,Positive,Positive
80 free pull? Only 10 free pull for newbie,free pull only free pull for newbie,Positive,Positive
"Finally I have waited so long and, now this game is out. Hopefully this game makes me happy. Thank you developers",finally have waited sok long and now this is out hopefully this makes me happy thank you developers,Positive,Positive
Peak Combat 10/10 lack of optimization so the performance aren't that good,peak combat lack of optimization sok the performance arent that good,Positive,Positive
great,great,Positive,Positive
"Suka banget sama opsi yang di kasih game ini. kalo cuma mau nikmatin story, bisa pilih difficult yang mudah. Kalo mau yang menantang, bisa pilih difficult yang menantang",suka opsi kasih nikmat story pilih difficult mudah tantang pilih difficult tantang,Negative,Positive
im fomo,im fomo,Positive,Positive
"perangkat udh compitable, tapi masih framedrop, malahan lebih dari spek min. gmn min?",perangkat compitable framedrop spek min min,Positive,Positive
Game seru ini wajib di mainkan,seru wajib main,Positive,Positive
Ok,ok,Positive,Positive
Semoga jadi game baik,moga,Positive,Positive
love this game a lot,love this lot,Positive,Positive
gacor kang,gacor kang,Positive,Positive
"Udah sabar banget nungguin game nya rilis, pas udah rilis malah stuck di black screen pas awal masuk",sabar tunggu rilis pas rilis stuck black screen pas,Positive,Positive
😎👍bagus banget grafik nya 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,bagus grafik,Positive,Positive
Bagus dari segi gameplay dan story tapi tolong untuk dimaksimalkan lagi untuk platform android performanya,bagus segi gameplay story tolong maksimal platform android performa,Positive,Positive
Hehehehe,hehehehe,Positive,Positive
I love it💜,love,Positive,Positive
Ini game bagus banget!! Cuma lambat update story aja semoga kedepannya akan sering sering update story lagi.,bagus lambat update story moga depan update story,Negative,Positive
good,good,Positive,Positive
mantap berasa game anime,mantap asa anime,Positive,Positive
lupa rating bejire,lupa rating bejire,Negative,Positive
Joss gandoss tenan👍👍🔥🔥,joss gandoss tenan,Positive,Positive
"nice banget, terus pertahankan konsisten nya yak :)",nice tahan konsisten,Positive,Positive
Story bagus dan unik sih mode TV nya gw suka tuh mode 😆😁,story bagus unik mode tv suka tuh mode,Positive,Positive
yeah!!🌟🌟🌟🌟🌟✨,yeah,Positive,Positive
Bagus bgt,bagus,Positive,Positive
"Game Yang bagus,Alur cerita gak ngebosenin sama Desain Character keren",bagusalur cerita ngebosenin desain character keren,Positive,Positive
"Terimakasih sudah memberikan pengalaman bermain yang menyenangkan, sayang device berkata tidak",terimakasih alam main senang sayang device,Positive,Positive
"seperti biasa, trash game from hoyoverse",trash from hoyoverse,Positive,Positive
Gamenya storynya bagus dan sangat banyak skin,storynya bagus skin,Positive,Positive
"fast respond, good performance, good story, nice design and more, even there some bug but overall it's good game",fast respond good performance good story nice design and more even there some bug but overall its good,Positive,Positive
nice gameee,nice,Positive,Positive
"Bagus game ya... Tapi mungkin bisa lebih dioptimalkan lagi, biar bisa lebih smooth game play ny",bagus optimal biar smooth play,Positive,Positive
add s character for begginer,character for begginer,Positive,Positive
"Gameplay terbilang seru, meskipun sedikit quest & event/terbilang gampang tamat. Tapi tetep ok sih, dan yg terpenting Game Ramah ke Player. The Best",gameplay bilang seru quest eventterbilang gampang tamat ok penting ramah player the best,Positive,Positive
game sempurna saya suka,sempurna suka,Positive,Positive
"Semuanya sangat bagus, terimakasih HoYoverse sudah menemani hari-hari ku, semoga game nya bertahan lebih lama lagi.. OK👍",bagus terimakasih hoyoverse tani harihari ku moga tahan ok,Positive,Positive
