"No","User ID","Rating","Date","Review Text"
"34","U-2026-034","1","19/06/2026","rate gacha kek anjing, pity 80an"
"35","U-2026-035","2","19/06/2026","payah"
"36","U-2026-036","1","19/06/2026","setelah update patch, saya jumpai terdapat update lagi dengan size yang lebih kecil setelah itu saya tidak dapat membuka game nya sama sekali. bahkan tidak sempat masuk BIOS gamenya langsung force close"
"37","U-2026-037","1","19/06/2026","pecat karyawan yang bikin instruksi assits counter, ga jelas ga kelar kelar"
"38","U-2026-038","5","19/06/2026","enjoy"
"39","U-2026-039","1","19/06/2026","GK bisa masuk FC di konfigurasi data pas 75.68 % sama Kya update sebelumnya tapi ini lbih parah"
"40","U-2026-040","1","19/06/2026","untuk Developer... Overall, permainan nya sudah oke, bahkan bagus. aku sangat menikamti setiap misi dan ceritanya, tapi kenapa aku beri bintang satu? karena selama ini setiap bermain aku merasakan lag parah, dan fps turun drastis, padahal settingan tampilan dan grafik aku buat rendah, semoga kedepannya segera di perbaiki atau mendapat perkembangan dan penyesuaian agar para pemain yang menggunakan perangkat yang kurang mumpuni bisa bermain lebih nyaman dan lancar lagi, terimakasi... 🙏"
"41","U-2026-041","3","19/06/2026","terlalu banyak bug terutama saat mau login kedalam gamenya ngestuck/freeze padahal biasanya saat saya login tidak pernah ngestuck tpi sehabis update ada bug saat saya melawan bos"
"42","U-2026-042","5","19/06/2026","optimalkan lagi gamenya di mobile maupun PC. game masih kadang stuttering walaupun performa hp maupun PC Saya masih lega gpu cpu maupun ram nya"
"43","U-2026-043","3","19/06/2026","support f2p gameplay bagus minus cuma 1 yaitu force close, padahal pas main ga ngelag"
"44","U-2026-044","1","19/06/2026","bintang 1 karena di hpku pas mau masuk in gamenya sering banget force close"
"45","U-2026-045","1","19/06/2026","Optimize game nya di HP sangat buruk, gacha nya sangat buruk saya tidak pernah mendapatkan soft pity, saya sangat kecewa dengan game ini"
"46","U-2026-046","2","19/06/2026","secara keseluruhan bagus sih. Cuma optimalisasi gamenya kurang optimal, ditambah banyak bug nya."
"47","U-2026-047","1","19/06/2026","bro i lost every 5050 like 5 time, even the W engine like damn"
"48","U-2026-048","1","19/06/2026","walaupun hadiahnya banyak tapi rate off gachanya GK ngotak gua udah rate off 2x di pity 84 sama 90 malah GK di kasih character nya malah rate off lagi gua udah uninstall game ini udah size-nya besar padahal ceritanya menarik tapi kalau end game kontennya susah banyak mekanik"
"49","U-2026-049","4","18/06/2026","pls ini game sudah bagus tapi tolonggg optimalkan lagi ini game di HP gt 30 pro ku aja frame drop terus"
"50","U-2026-050","5","18/06/2026","admin rerun miyabi lagi😭"
"51","U-2026-051","5","18/06/2026","game baik bersize tinggi untuk gerakan animasi yang bagus"
"52","U-2026-052","1","18/06/2026","Banner limitednya jangan diperlama dapatnya setelah banner standard, kenapa harus dihard pity keduanya."
"53","U-2026-053","1","18/06/2026","semenjak update terbaru game semakin patah patah dan fps cepat drop"
"54","U-2026-054","5","18/06/2026","KARAKTER COWOK YANG FURRY BANYAKIN DONGGG😭😭😭"
"55","U-2026-055","5","18/06/2026","harap"" versi cloud nya rilis:)"
"56","U-2026-056","1","18/06/2026","kagak bisa login sama sekali setelah update v3.0, main dari v1.3 gak pernah separah ini, pernah sih 1.5 kek gitu, cuman ini lebih parah😭"
"57","U-2026-057","2","18/06/2026","sekelas device Xiaomi pad 6s pro aja masih sering force close. benci aja gitu tiap main game ini lag nya parah banget ampun deh. di tab ini saya pernah mainin genshin, hsr, wuwa, arknight endfields, nte, hi3, love and deepspace lancar aja bagus high quality. beneran cuma game ini doang optimasi di tabnya kurang banget 🤣"
"58","U-2026-058","5","18/06/2026","game nya bagus njir, kayak yang di repost² di platform digital 👍🏻"
"59","U-2026-059","3","18/06/2026","setelah 3.0 kok selalu nge stuck di loading screen sebelum masuk game nya, penyebabnya apa ya?"
"60","U-2026-060","1","18/06/2026","kenapa update sekarang malah berat"
"61","U-2026-061","5","18/06/2026","ver3.0 the best"
"62","U-2026-062","5","18/06/2026","terimalasih hoyovers sulit di jelaskan. saya sangat puas dengan update 3.0 alur cerita semakin menarik tampilan dialok karater di tingkatkan, byk evend byk hadiah dan yang paling penting tidak pelit / kikir :-)"
"63","U-2026-063","5","18/06/2026","game ini sangat bagus dan menyenangkan, namun semakin bertambah nya update device semakin tidak kuat, aku berharap ada nya optimalisasi untuk player dengan device menengah kebawah, selebihnya game ini sangat seru"
"64","U-2026-064","1","17/06/2026","capek gacha gak ada hoki2nya, di spam hard pity mulu dari awal, genshin kikir aja masih sering soft pity, disini busettt da, hard pity terus, gak pernah soft pity pas gacha"
"65","U-2026-065","1","17/06/2026","Tolong bugnya diperbaiki, masa pas baru login ke gamenya malah ada tulisan ""terlalu banyak permintaan"" sehingga tak bisa masuk kedalam gamenya. Bug ini benar benar sangat amat mengganggu untuk saya dan orang lain yang mengalami hal seperti saya juga."
"66","U-2026-066","5","17/06/2026","best, tapi masih perlu optimasi aja biar gak bikin perangkat panas sekali, karena di Samsung S25FE sepanas itu kl tanpa cooler bahkan FClose."
"67","U-2026-067","1","17/06/2026","habis update main di hp lag banget padahal snapdragon 8 gen 3"
"68","U-2026-068","5","17/06/2026","apakah bisa zzz sama ringan nya dengan genshin, karna genshin di sd860 sangat lancar sedangkan zzz terasa lebih berat. intinya tolong di optimalkan untuk mobile"
"69","U-2026-069","1","17/06/2026","gw cmn mau laporan doang, gw sebenerny udh prnh mainin ni game, tp pas gw download lg kgk bs login, kt ny terlalu bnyk perintah pdhl gw g ngapa-ngapain, udh di hapus download lg tp tetep gbs, udh 3 hr. Tolong ditanangani secepatnya🙏"
"70","U-2026-070","4","17/06/2026","gelo hp gw ngeprem jir B4 dulu kalo dah ganti hp b5"
"71","U-2026-071","5","17/06/2026","terima kasih zenlesszonezero 😄"
"72","U-2026-072","5","17/06/2026","maaf banget nih update 3.0 map baru LAG PARAH, padahal pake HP mid range iqoo neo 10, cuman bisa pakai grafik low 30 fps pun cuman dapat fps 15-25, kangen zenless dulu 1.4 lancar banget waktu story son of calydon. note: KECEWA BERAT"
"73","U-2026-073","5","17/06/2026","game baik"
"74","U-2026-074","1","17/06/2026","game kikir"
"75","U-2026-075","5","17/06/2026","game hoyo yang paling sering dimainkan ketimbang sisanya"
"76","U-2026-076","5","17/06/2026","di map s3 nya ngefrem . masih bug juga"
"77","U-2026-077","5","17/06/2026","saya main game ini hampir 2 tahun dan selama saya main tidak pernah mengalami frame drop. Karakter nya imut dan cantik cantik ada yang besar dan ada yang kecil. keren sekali walaupun saya belum pernah top up tapi saya sangat puas😃"
"78","U-2026-078","5","17/06/2026","semoga lebih optimal lagi"
"79","U-2026-079","5","17/06/2026","jika kita kesampingkan sisi go*n dari game ini, zzz ini udah punya fitur yg lengkap untuk game gacha RPG, dengan grafik yg memuaskan, story yg menarik, dan storytelling nya yg keren dengan tema tema komik retro, menjadikan game ini bagus 👍"
"80","U-2026-080","5","17/06/2026","gamenya bagus woilah gameplay seru story seru apalagi desain karakter nya yang hnnggghhhhh sangat wleo wleo, oh iya walau gacha di akunku dapat s-tier nya selalu low pity tapi kalah mulu jierrr"
"81","U-2026-081","5","17/06/2026","best lah😂🤭"
"82","U-2026-082","5","17/06/2026","yeah!!🌟🌟🌟🌟🌟✨"
"83","U-2026-083","5","17/06/2026","game nya bagus tapi makin sini makin berat njir fc mulu kalo lagi main"
"84","U-2026-084","5","17/06/2026","Player old nih, Udah main dari april 2025 kemarin dan Jujur ini game seru banget. Tapi sekian saya bertambah dewasa sekarang mulai kureng dan pengalaman bermain saya udah mulai berkurang jarang login pula.. walaupun masih ada aja sih satu hari login tapi enggak bisa beruntun kek dulu lagi. Dari awal main sampe sekarang saya engga ngeuninstal Zzz.. karena engga bisa lepas 😭 itu aja sih komenan saya. pure yapping"
"85","U-2026-085","1","17/06/2026","login tiap hari,. nabung gak gacha. udah kekumpul 80 batu gacha. dapet gak pernah rate off selalu di pity 80an juga. game babbi emang"
"86","U-2026-086","5","17/06/2026","Untuk Hoyoverse, Terima kasih banyak karena sudah memberikan subtitle ID untuk game nya❤ semoga ZZZ selalu konsisten dan selalu memberikan story, fitur dan ide menarik dalam pengembangan game nya😁👍, Sukses selalu untuk Hoyoverse dan Terima kasih atas kerja keras nya🔥😁😍👍"
"87","U-2026-087","5","17/06/2026","gamenya bagus banget walau berat, banyak bansos, mekanisme gamenya juga satisfying, optimasi grafiknya juga gokil parah"
"88","U-2026-088","5","17/06/2026","game yang sangat bagus"
"89","U-2026-089","5","17/06/2026","bintang 5,aku suka susu"
"90","U-2026-090","5","17/06/2026","best gacha game I've played since forever"
"91","U-2026-091","1","17/06/2026","gacha nya ampas gw 4x kalah berturut-turut ga ada capturing kayak genshin, bahkan ada yang dari awal main belum pernah menang rate off rate nya parah bgt seperti dimanipulasi, nyesel gw top up"
"92","U-2026-092","5","17/06/2026","mantap sekaliw"
"93","U-2026-093","1","17/06/2026","makin kesini design nya makin jelek"
"94","U-2026-094","3","17/06/2026","gamplay expedisi nya terlalu membosankan,"
"95","U-2026-095","2","17/06/2026","main sendirian itu ga enak.. coba tambahin coop atau party dengan player lain... game tema hack and slash tapi solo itu bosennya looping"
"96","U-2026-096","5","17/06/2026","👍"
"97","U-2026-097","5","17/06/2026","sangat mantap"
"98","U-2026-098","5","17/06/2026","Tolong Saat Update Kedepannya, buat game ini lebih ringan, agar ramah untuk banyak orang dan ramah untuk berbagai device, dan tolong agar kedepannya zzz tidak memakan banyak ruang penyimpanan, bisa dibuat fitur atau apa yang mengecilkan size game ini, tapi yang paling penting adalah game ini dibuat lebih ringan, Sekian Terima Kasih."
"99","U-2026-099","4","17/06/2026","nice game, sekarang sudah agak lancar. sepertinya sudah banyak optimalisasi walaupun di kota tetep lag. tapi yang penting sih Combat nya lumayan lancar karena game ini fokus Combat bukan eksplorasi"
"100","U-2026-100","5","17/06/2026","best hoyo game"
"101","U-2026-101","5","17/06/2026","untuk dari segi gameplay, sangat bagus sekali dan menarik, alur ceritanya cukup bagus,"
"102","U-2026-102","5","17/06/2026","cool game"
"103","U-2026-103","4","17/06/2026","gamenya bagus, tapi tolong tambahkan cutcene panel manga nya🙏"
"104","U-2026-104","5","16/06/2026","gamenya seru"
"105","U-2026-105","1","16/06/2026","tolong perbaiki bug ini saya tidak bisa login itu saja secepatnya!!!!! saya tidak mau ketinggalan event!!!! cepat perbaiki!!!!!"
"106","U-2026-106","1","16/06/2026","desain karakternya makin kesini makin terbuka bjir wkwk terlalu memaksakan Dev nya 😭😔mana karakter pria disetiap fraksi cuman ada 1. Kalau gitu kenapa rating usianya tidak dinaikin aja jadi 18+?? *Izin 🙏😁"
"107","U-2026-107","5","16/06/2026","grafik gamenya bagus dan agennya juga bagus semua"
"108","U-2026-108","2","16/06/2026","maaf bagus sih animasi, gameplay, gift dan desain karakter YANG DULU WALAUPUN GOONABLE TAPI MEREKA GA HARUS TERBUKA DAN DESAIN TEMPLATE. sekarang mah HOTPANTS, ASETNYA GEDEIN. sisanya dengerin fans yang pengen karakter cowo lebih banyak mereka juga ada benernya loh."
"109","U-2026-109","5","16/06/2026","semoga tdk power creep"
"110","U-2026-110","5","16/06/2026","kalau bisa pity untuk item/karakter dengan rate A, jangan digabungkan dengan rate S."
"111","U-2026-111","5","16/06/2026","weeeew.. cerita menarik, makin ingin tau selanjut!!! aku merinding banget saat lawan terus,, seru banget,, kuharap kedepan makin menarik, hadiah (✪ω✪)/"
"112","U-2026-112","1","15/06/2026","I love how you all are so ignorant and denial about criticism of your terrible character design."
"113","U-2026-113","1","15/06/2026","unduh datanya lama bisa gak sihhh di percepat"
"114","U-2026-114","1","15/06/2026","pada awalnya game berjalan lancar selang 1 hari tiba tiba game mengalami Force close saat kompilasi shader 80% di Samsung A55, Android 16 / One UI 8.5. dan tidak bisa login ke dalam interface sama sekali"
"115","U-2026-115","1","15/06/2026","nyawane orang otak tak sumpaih geme ini nggaada yang main"
"116","U-2026-116","5","14/06/2026","min aku dah download tapi kok ga bisa login yaa akun ku udah terdaftar tapi pas masuk ke game nya malah ga bisa login terus setiap login ada tulisan""terlalu banyak permintaan, coba lagi dalam beberapa saat"""
"117","U-2026-117","4","14/06/2026","server login nya susah perbaiki!"
"118","U-2026-118","5","14/06/2026","I got nothing to say, but I enjoy this game a lot compares to other hoyo game, modern style + arcade type of world I really love this combination."
"119","U-2026-119","1","14/06/2026","udh maen lama.. tiba2 dari awal lagi.. bug apa gimana nih???"
"120","U-2026-120","5","14/06/2026","gelo bagus bngt njirrrrr"
"121","U-2026-121","1","14/06/2026","LOW CLASS DEVELOPER GARBAGE CAN NOT FIX SGITU DEFENSE & SERANGAN SERBUAN MAUT !!! IDIOT !!!"
"122","U-2026-122","1","13/06/2026","ngelag"
"123","U-2026-123","5","13/06/2026","20gb+ cuma buat susu dan vantad doang"
"124","U-2026-124","1","13/06/2026","Kepada developer saya kembali mendownload zenless zone zero di HP lain tapi ketika saya ingin login ke akun saya muncul tulisan ""terlalu banyak permintaan, silahkan perbarui halaman dan coba kembali setelah beberapa saat"" maksud tulisan tersebut apa? saya sudah muat ulang gamenya dan tunggu beberapa saat, liat informasi updatenya masih update terbaru, mohon untuk di bantu🙏🙏"
"125","U-2026-125","4","12/06/2026","sebenarnya bagus ini game cuma optimasinya masih kurang di hpku smsung a07 yg ram 6 masih suka force close padahal udh rata kiri,saran aja si di optimasi lagi biar banyak orang yang hpnya kentang bisa main"
"126","U-2026-126","3","12/06/2026","game nya sangat hd jadi bisa bisa hp saya jadi mesin cukur"
"127","U-2026-127","2","11/06/2026","dulu main ini game setahun, trus comeback lagi setelah upgrade device ke iqoo neo 10. harapanya ya biar bisa main dengan lancar. tapi cukup kecewa karena frame drop parah. apa memang device saya tidak kompetibel? namun maaf, saya main NTE dan wuwa yang notabenya memakai ""unreal engine"" bisa cukup enak, terlebih nte. dan wuwa walaupun lebih berat, tapi di map map awal dan combat masih stabil 45 fps. namun zzz, di six street yang dimana itu adalah map awal,,malah frame parah."
"128","U-2026-128","5","11/06/2026","JuFuFu Sangat imut sekali Sama agent lainnya story nya benar benar mantap dan sangat menikmati"
"129","U-2026-129","4","11/06/2026","game nya bagus tapi pls lah hoyo, story nya kalo perasaan tentang pengkhianatan mulu sampai apal aku polanya.jadi pls kalo bikin ceritanya rada beda atau kreatif dikit (ni game bergiga giga cuma buat render susu)"
"130","U-2026-130","5","11/06/2026","ini game kompatibilitasnya oke banget dah"
"131","U-2026-131","5","11/06/2026","Seru"
"132","U-2026-132","5","11/06/2026","semoga bertahan"
"133","U-2026-133","5","09/06/2026","Berikan Character Yang Mempunyai Aset Yang SANGAT BESAR 😋😋 Dan Menarik Dan Memiliki Skill Yang Unik Dan Menarik Dan Bisa Menjadi DPS Terbaik Saat Dalam Pertempuran Melawan Ether"
"134","U-2026-134","5","09/06/2026","the best game sih🤭"
"135","U-2026-135","1","09/06/2026","kenapa setelah update gamenya jadi ngeframe"" padahal pass sebelum update bisa grafik rata kanan lancar, dan setelah update cuma pakek grafik menengah cuma jalan kaki ngeframe"" fps sangat tidak stabil."
"136","U-2026-136","5","08/06/2026","👍"
"137","U-2026-137","3","08/06/2026","setelah Update suka Force Close, untuk device saya Pake Iqoo 15R tolong di bantu HOYOVERSE"
"138","U-2026-138","5","08/06/2026","thank you"
"139","U-2026-139","1","07/06/2026","saya harap untuk player hp Di kasih bisa main gak semua orang bisa main dan hp aku gak sesuai cuma tersedia di perangkat lain"
"140","U-2026-140","5","07/06/2026","Animasi Keren, Alur Seru, Karakter Mantap"
"141","U-2026-141","5","07/06/2026","game nya enak bisa 60fps g99 tapi cepat panas jadi disarankan pakek cooler biar nyaman"
"142","U-2026-142","4","07/06/2026","jujur mw ngasi bintang 5 tapi bintang 4 dulu ya soalnya ga tau kenapa main 1 jam lebih gamenya malah patah2 padahal settingan low ane pake snap 7sgen4 kalo bisa di 3.0 di fix lagi ya devs tqqq"
"143","U-2026-143","3","06/06/2026","optimalisasi kurang bagus"
"144","U-2026-144","3","06/06/2026","Versi mobile tidak begitu optimal. terlalu berat untuk game mobile."
"145","U-2026-145","1","06/06/2026","game ini kurang cocok untuk aku karena semua misi nya terlalu mudah seperti game toddler, aku ingin yang lebih susah dan menantang seperti pengangguran pada umumnya. dan tolong jangan lupa banyakin skin baju renang."
"146","U-2026-146","5","05/06/2026","gamenya bagus"
"147","U-2026-147","5","04/06/2026","untuk overallnya sih bagus.. tapi menurut saya kalo ditambahin sistem multiplayer pas main di hollow zero kayaknya seru, biar cuma 2player aja per-tim soalnya tiap player bawa 3 karakter, biar bisa interaksi antar player dan gak ngebosenin juga.. 😊UDAHH ITU AJA MASUKAN DARI SAYA 😊🙏"
"148","U-2026-148","1","04/06/2026","game haram, animasinya 18+ jelek ga rekomen"
"149","U-2026-149","1","04/06/2026","1. Story season 2 is absolute MID 2. Banyue, Manato, SBilly got dirty treatment 3. Female character is always being master love bait or same design? don't worry this game just plan B hoyovers when genshin is gonna end soon"
"150","U-2026-150","5","03/06/2026","graphics medium-high 60 fps sangat lancar di SD 6s gen 1. awalnya saya kira akan mentok di 30 fps graphics low, tapi ternyata melebihi ekspektasi dan juga ga bikin hp cepet panas. 9/10 untuk ZZZ."
"151","U-2026-151","5","03/06/2026","game nya bagus banget, bisa²nya aku hoki dapet 2 yang Tier-S cuman minus nya loading nya itu loh lama banget jadi tolong dipercepat loading nya biar bisa main lebih lama, dan satu lagi file ku udah kosong gak ada apa² kadang bisa masuk kadang enggak bisa jadi bug ini yang harus dibenerin sementara aku kasih bintang 4"
"152","U-2026-152","5","02/06/2026","overall bagus dari semua aspek, paling yang harus di benerin cuman masalah suttering aja sih karna mau kita pake HP high end juga suttering ini kerasa banget. jadi optimasi lagi di situ aja"
"153","U-2026-153","5","02/06/2026","habis vakum coba main lagi, ternyata gamenya sekarang udah lebih bagus dari sebulan pertama pasca perilisan. Dibanding game lain combatnya paling beda sendiri. tapi gachanya berat, wajar game hoyo. Contentnya banyak dan udah Ter optimalisasi. di HP saya main hanya untuk daily sedangkan main utama di PC. terimakasih semoga hoki terus"
"154","U-2026-154","1","02/06/2026","Gatcha ampassss"
"155","U-2026-155","2","01/06/2026","hoyo apalah ini gw login kenapa keluar keluar sendiri terus padahal udah gw update"
"156","U-2026-156","5","01/06/2026","bagus"
"157","U-2026-157","1","01/06/2026","4 banner tidak dapat B5 (gacha)."
"158","U-2026-158","3","31/05/2026","please give the option 45 fps"
"159","U-2026-159","5","31/05/2026","gacor"
"160","U-2026-160","1","31/05/2026","ini kenapa dah sering ngefreeze layar nya tpi masih lanjut game nya, update sebelum nya ga gitu dah"
"161","U-2026-161","5","31/05/2026","best hoyo game inimah, diantara game hoyo yg lain ini yg paling ramah f2p"
"162","U-2026-162","1","29/05/2026","Kepada developer SAYA SANGAT KECEWA Terkait content Shiyu devense sekarang semakin sulit dan tidak masuk akal untuk mencapai 25k point. Sistem poin ini sangat tidak adil, tidak balance. Saya menyelesaikan 25.2003 point dg waktu 3 menit 23 detik, sedangkan line yg lain dengan waktu lebih singkat 3 menit 02 detik hanya mendapatkan 23.400 point. Dengan team miyabi premium, yhidari premium, bahkan angel of delusion premium saja sekarang benar2 tidak berguna samasekali.ZZZ sudah tidak fun lagi 😡🤬🤬"
"163","U-2026-163","3","29/05/2026","jujur aja ini bagus bangett tapi yang kurang itu cuman pas ngecek data,ngecek nya lama banget"
"164","U-2026-164","3","29/05/2026","oh gawd, game aneh banget ini waa (^-^; udah lama main game ini di pc sama di hp, agak gimana gitu kalau di hp karena walaupun deviceku sudah bagus tapi sering fc tiba-tiba. main game sebelah aja hampir 45°C aja engga fc loh.. tolong di optimalisasi lagi agar pengalaman player makin baikk (ФωФ)"
"165","U-2026-165","4","28/05/2026","characters collab when?"
"166","U-2026-166","1","28/05/2026","game kurang optimal leg parah di hp Infinix note 40 pro, giliran main game lain lancar kaya WWM sama CODM TOF , tolong lah di optimalin lagih bagus nie game KLO ga leg"
"167","U-2026-167","5","28/05/2026","overall udah bagus lah udah main dari 1.5 sangat memuaskan"
"168","U-2026-168","2","28/05/2026","gatcha rateoff 🤡"
"169","U-2026-169","5","28/05/2026","game ini bagus, dari story, design, map, dll. dari grafiknya sudah bagus, mungkin antileasingnya yang kurang. menurut ku ini game cocok untuk main story, dan game ini harus pake HP/PC spek yang bagus atau lebih tinggi agar saat main TIDAK NGELAG, segitu saja dari ku. mungkin antileasingnya saja yang kurang, terimakasih"
"170","U-2026-170","1","28/05/2026","trash"
"171","U-2026-171","2","27/05/2026","tolong ringankan"
"172","U-2026-172","5","27/05/2026","hoyo fitur ganti klamin wess yg kasih reting jelek gendeng palane 🙏🙏🙏🙏💯💯💯"
"173","U-2026-173","1","27/05/2026","Gim jembot"
"174","U-2026-174","5","27/05/2026","繼《呼嘯山莊》之後，我玩過的最好的遊戲。"
"175","U-2026-175","1","27/05/2026","gacha is suck"
"176","U-2026-176","1","26/05/2026","ada banyak bugs di game ini dan juga gamenya sangat berat,kadang kadang lancar,kadang kadang gak tolong deveolloper segera di perbaiki kalau gini pantasan ratingnya buruk sama server nya ngelag mulu sama optimasi game nya padahal hp saya kuat main game kayak wwm(where wind meet)tapi malah ngelag main game zzz"
"177","U-2026-177","5","26/05/2026","banyak MBG saya suka"
"178","U-2026-178","5","26/05/2026","Absolute Cinema"
"179","U-2026-179","4","26/05/2026","zzz kok lama download data nya ya di GI ukurannya lebih besar malah cepat, aneh. tapi gamenya bagus dan keren sih"
"180","U-2026-180","5","26/05/2026","best cuy"
"181","U-2026-181","5","26/05/2026","bagus"
"182","U-2026-182","1","26/05/2026","Game dengan optimalisasi paling bego ya ini udah, lebih bagus wuwa bahkan ketimbang ini walaupun wuwa banyak yg bilang optimalisasi kurang bagus, di bandingin sama Arknight Enfield jauh lebih bagus AKE yg sama sama pake unity engine modified, bahkan Sekelas NTE yg pake UE5 behh Ultra 60fps tetep gacor, game udh berumur kagak ada perbaikan optimalisasi sama sekali bahkan di chipset Snapdragon 8 gen 2 atau dimensity 8350/8400 tetep stuttering ngos-ngosan kalo kagak di betulin Dev nya bego asli."
