Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
"Game ini udah bagus tapi kenapa fps nya bisa drop banget padahal spek hp udah sangat mampu untuk memainkan nya, setingan udah ku buat rendah semua tapi fps ga bisa stabil, mohon di perbaiki aku sangat ingin bermain zenles zone zero karena gameplanya seru dan waranya ga bikin bosen",bagus fps drop spek hp main ting ku rendah fps tidak stabil baik main zenles zone zero gameplanya seru wara tidak bikin bosan,Negative,Negative
"tolong diperbaiki gamenya, aku sudah 2 hari gk bisa login karena force close terus, hp ku samsung s24 loh, pdhl sebelumnya aman aman aja",tolong baik tidak login force close hp ku samsung loh aman aman,Negative,Negative
"Gameplaynya asik, storynya lumayanlah, bansosnya mantap. Masih lumayan banyak bugnya, trus pas ngerjain side quest di hollow jga ga jelas arahnya sesat bikin pusing, questnya dimana teleportnya kemana, semoga diperbaiki.",gameplaynya asik storynya lumayan bansosnya mantap lumayan bugnya pas ngerjain side quest hollow tidak arah sesat bikin pusing questnya mana teleportnya mana moga baik,Negative,Negative
berikan gua nekomata!!!,gua nekomata,Negative,Negative
"pengalaman gameplay zzz bagus dari game2 serupa ,mana ga terlalu patah2 dan smooth juga story seperti komik aku menyukainya tidak membosankan gokil zzz",alam gameplay bagus tidak patah smooth story komik suka tidak bosan gila,Negative,Negative
"gacha modelan gimana ini kalah mepet pity dapat pun juga harus mepet pity? cihh mana 50/50 yang kau janjikan cuih,baru juga comback gini amat mau ambil char aja di suruh gacha mepet pity terus",gacha model kalah mepet pity mepet pity cihh kau janji cuihbaru comback ambil char suruh gacha mepet pity,Negative,Negative
"bagi bintang 3 dulu sebab last saya main 2025 sebab masa tu banyak bug sudah saya call customer service tapi tidak di baiki"" jadi saya berharap saya download balik makin ok la jangan ja makin banyak bug saya tidak suka terutamanya pada grafik sudah ok grafik tapi masih lag"" wifi ok data hp ok tapi masih lag kalau masih lagi saya tidak akan main lagi game ini buat selamanya malas mau buat report di customer service ja setiap kali update game alasan yang sama aja tapi tidak ada tindakan hmmmmmmmmm",bintang last bug call customer service tidak baik harap download ok jangan bug tidak suka utama grafik ok grafik lag wifi ok data hp ok lag tidak malas report customer service update alas tidak tindak hm,Negative,Negative
"Dev, aku sangat suka gamenya, tapi belakangan ini optimasinya terasa sangat kurang. Apalagi di map terbaru. Device sudah top tier (Snapdragon 8 gen 5) dan masih terus mengalami Force close. Ada apa dengan zzz?",dev suka optimasinya kurang map baru device top tier snapdragon gen alami force close,Negative,Negative
"overall semua nya bagus cuma gacha nya aja yg ampas banget, polycrome habis Ampe mentok pity tapi dapat karakter standar",overall bagus gacha ampas polycrome habis mentok pity karakter standar,Negative,Negative
"tolong optimalisasinya lebih di tingkatkan, meski sudah pakai low graphic masih sering ngelag saat combat atau eksplorasi.",tolong optimalisasi tingkat pakai low graphic ngelag combat eksplorasi,Negative,Negative
bagus grafik sama alur cerita tapi sayangnya sempit banget pas jalanin quest ditambah ga bisa multiplayer jadinya rada bosen,bagus grafik alur cerita sayang sempit pas jalan quest tambah tidak multiplayer rada bosan,Negative,Negative
"sorry game apa ini, udh download file besar awal bagus, grafik bagus, lancar makin lama kok ngelag2,,",sorry download file bagus grafik bagus lancar ngelag,Negative,Negative
"ini gw mau nanya,kenapa Gw kalo main zzz ngeleg Mulu ya,Padahal dulu tahun 2025 nggak,sekarang pas gw comeback kok gini?,Mau minta informasi perangkat? perangkat gw Iqoo z9,Ram 8 Gb kepake 5 (Udha termasuk zzz kepake nya),memori Masih ada 78 GB, Chipset Juga lebih dari minimal,Snapdragon 7 gen 3,perasaan gw main Honkai Star Rail lancar banget rata kanan, ini emang optimalisasi nya kurang apa gimana?,gw juga grafis di zzz mode hemat baterai, semoga di jawab yah,soalnya dulu rata kanan lancar aja",nanyakenapa ngeleg mulu yapadahal tahun nggaksekarang pas comeback ginimau informasi perangkat perangkat iqoo zram gb kepake udha kepake nyamemori gb chipset minimalsnapdragon gen asa honkai star rail lancar rata kanan optimalisasi kurang gimanagw grafis mode hemat baterai moga yahsoalnya rata kanan lancar,Negative,Negative
"kalah rate off di banner velina, kalah rate off di w engine yixuan hard pity semua lagi. please make my account really lucky!!",kalah rate off banner velina kalah rate off engine yixuan hard pity please pakai my account really lucky,Negative,Negative
donlod data nya lama sekali,donlod data,Negative,Negative
"kasian sekali gw update sekarang malah udah ngak bisa main lagi ini game, udah tidak kompatibel di hp gw",kasihan update tidak tidak kompatibel hp,Negative,Negative
jelek banget gamenya bagus si tapi saat donload filenya Lo lama baterai aku 100 aku tinggal.saat aku liat HP aku baterai sudah 20 masih loading baru setengah Bego emang,jelek bagus donload filenya lo baterai tinggalsaat hp baterai loading bego,Negative,Negative
"tolong optimisasi lgi game ny supaya bisa stabil fps selama permainan. dimensity 8350 ultimate hrus nya lumayan kuat, login ke game tiba-tiba fps ngelock 20-30 an lalu relog beberapa kali 52 fps dpet, ni bug ngeselin dah tolong perbaiki optimisasi lagi game nya HOYoNg",tolong optimisasi stabil fps main dimensity ultimate lumayan kuat login tibatiba fps ngelock an relog fps dpet bug kesal deh tolong baik optimisasi hoyong,Negative,Negative
30GB+ for the physics,gb for the physics,Negative,Negative
"untuk developer tercinta, saya tidak menerima verifikasi kode keamanan lewat Facebook, padahal akun Facebook saya itu benar dan saya tidak menerima verifikasi kode keamanan itu, tolong perbaiki 🙏🙏🙏",developer cinta tidak terima verifikasi kode aman facebook akun facebook tidak terima verifikasi kode aman tolong baik,Negative,Negative
i hate raiden shogun for killing rosalyne 😡,hate raiden shogun for killing rosalyne,Negative,Negative
"gooner bgts jirrr, aku nak meletup",gooner bgts jir nak letup,Negative,Negative
"kasi bintang 1 gw,males lah ga jelas anyinkk,setiap login pake server manapun tetep sama mesti terjadi kesalahan jaringan pdh udh 4G+ ,ga jelass ga jelass",kasih bintang gwmales tidak anyinkksetiap login pakai server mana mesti salah jaring pdh tidak tidak jelass tidak jelass,Negative,Negative
apaan 25gb sama 31gb game 8 bitt...mending game pc,gb gb bittmending pc,Negative,Negative
"Terima kasih HoyoVerse sudah membuat game ini, bener² bagus. Dari segi cerita yang bener² enjoyable, karakter design yang unik² dan memorable, dan gameplay hack n slash yang satisfying, absolute peak cinema 🙌 (Device aja yang gak memadai 😂)",terima kasih hoyoverse bagus segi cerita enjoyable karakter design unik memorable gameplay hack slash satisfying absolute peak cema device tidak pada,Negative,Negative
mohon perbaiki lag dan force closenya padahal dah grafik hemat baterai,baik lag force closenya deh grafik hemat baterai,Negative,Negative
"Why is the *Zenless Zone Zero* I used to know no longer the same game? It makes me furious—it’s become so heavy to run, and I’m stuck on the menu screen. What have you done, developers? You’ve made *Zenless Zone Zero* unplayable. You only care about high-end graphics and money, rendering the game unplayable. Can’t you revert *Zenless Zone Zero* to how it used to be so I can actually play it? I don’t care about bad graphics or anything like that; all I want is to experience that amazing gameplay.",why is the zenless zone zero used know no longer the same makes me furiousits become sok heavy run and im stuck on the menu screen what have you done developers youve made zenless zone zero unplayable you only care about highend graphics and money rendering the unplayable cant you revert zenless zone zero how used be sok can actually play dont care about bad graphics anything like that all want is experience that amazing gameplay,Negative,Negative
"seru,cuma sering force close saat start (s23fe) apalagi saat 75,61% loading screen",serucuma force close start sfe loading screen,Negative,Negative
"kagak bisa login sama sekali setelah update v3.0, main dari v1.3 gak pernah separah ini, pernah sih 1.5 kek gitu, cuman ini lebih parah😭 aku benci angka 75.61%🗿",kagak login update tidak parah cuman parah benci angka,Negative,Negative
"ini game tuh udh bagus jujur, dar segi visual karakter nya dan segi grafik juga udah mantep, cuma plis game nya di buat lebih ringan lagi biar ga make terlalu banyak memori ponsel, dan biar ga terlalu berat juga pas di mainin, saranku sih itu aja, soalnya ini game udah bagus banget tapi sayangnya berat+gunain terlalu banyak memori aja.",tuh bagus jujur dar segi visual karakter segi grafik mantap plis ringan biar tidak pakai memori ponsel biar tidak berat pas mainin saran bagus sayang beratgunain memori,Negative,Negative
"Gokil wak, lumayan balance lah buat di G99 mentok - mentok 35± fps. Story S3 3.0 lumayan ok lah buat pembukaan, bansos buat pull lancar, gacha-nya? tergantung ke-hoky an rek, namanya juga RNG...",gila wak lumayan balance tidak mentok mentok fps story lumayan ok buka bansos pull lancar gachanya gantung kehoky an rek nama rng,Negative,Negative
"game busuk, ga optimal wuka keluar sendiri",busuk tidak optimal wuka,Negative,Negative
game setengah porno ajg bikin membuat iman pria goncang gancing aj setiap karakter cwe masa tobrut semua apalagi yang paling tobrut velina belle nicoleSkipp,porno ajg bikin iman pria goncang gancing karakter cewek tobrut tobrut velina belle nicoleskipp,Negative,Negative
tolong untuk cut scenenya di buat hd karena kurang nyaman di lihat mata padahal saya sudah menggunakan settingan grafis tertinggi,tolong cut scenenya hd kurang nyaman settingan grafis tinggi,Negative,Negative
"game sudah sangat bagus,hanya saja di device rog 7,seting rata kanan sama kiri,sama aja tetap ngelag performa kurang bagus saya harap update kedepannya bakal di perbaiki lagi,lag crash patah patah,fps drop",bagushanya device rog ting rata kanan kirisama ngelag performa kurang bagus harap update depan baik lagilag crash patah patahfps drop,Negative,Negative
"Tolong, itu fan servicenya jgn terlalu brutal, untuk grafik visual rasanya agak berkabut alias brightnya agak tinggi sisa bagus sih g ada yg jelek",tolong fan servicenya jangan brutal grafik visual kabut alias brightnya tinggi sisa bagus tidak jelek,Negative,Negative
"sayang bgt susah buat mapping, pake gamepad gak kebacaa (zzz mobile)",sayang susah mapping pakai gamepad tidak kebacaa mobile,Negative,Negative
"penulisan sifat mc dan karakter2 playable nya jelek banget khususnya di season 2. sifat mc terlalu pemaaf untuk orang dengan tujuan balas dendam, dan selalu sok nasehatin karakter2 yg mau balas dendam ke targetnya(yg benar2 bersalah dan emang sudah tepat sasaran).",tulis sifat mc karakter playable jelek season sifat mc maaf tuju balas dendam sok nasihat karakter balas dendam targetnyayg salah sasar,Negative,Negative
"tolong dong game nya didoptimalin lagi, beratt 🫠",tolong didoptimalin beratt,Negative,Negative
tolong diperbarui lagi untuk optimisasi gamenya untuk kedepan nya,tolong baru optimisasi depan,Negative,Negative
1.5 tahun main cuman 2x menang rate off,tahun cuman menang rate off,Negative,Negative
"tolong ini map terbaru belum stabil, kadang fps drop tiba"", device saya Infinix gt 30 pro. di map lain tidak terjadi kendala fps drop yaaa",tolong map baru belum stabil kadang fps drop device infinix pro map tidak kendala fps drop,Negative,Negative
"game bagus, overall sudah perfect. untuk orang lain yang rating jelek karena event boring atau pun gacha gak dapet karakter yang diinginkan itu konyol banget sih, kalo lu ngusulin event yang lebih baik mending ke websitenya langsung. Dan untuk yang gagal gacha dan gasuka 50/50 mending gak usah ngerate, kalo lu gak suka sistem gachanya ya gak usah main dan kalo lu gagal dapet karakter limit itu juga normal terima aja gak usah marah, semua player juga gitu. mereka juga pernah gagal. itu aja sih",bagus overall perfect rating jelek event boring gacha tidak karakter konyol ngusulin event mending websitenya gagal gacha gasuka mending tidak ngerate tidak suka sistem gachanya tidak gagal karakter limit normal terima tidak marah player gagal,Negative,Negative
"3Btg Dulu soalnya Combeack main ni game,:),Bansos banyakin ya buat player yg awal rilis maen tapi kehalang device buat main,jadi vakum agak lama",btg combeack gamebansos banyak player rilis halang device mainjadi vakum,Negative,Negative
wareg banget bansosnya tidak seperti game sebelah. Intinya gud,wareg bansosnya tidak belah inti gud,Negative,Negative
"memory hp gue udah gak muat. ada genshin, wuwa, arknight enfield, ML, 7knight rebirth, chaos zero nightmare, theotown, jadi terpaksa uninstall nih game, btw where wind meet dan HSR juga jadi tumbal, game kalian yang kebesaran atau kapasitas hp gue kekecilan. udah gede nih gue rasa memory hp gue.",memory hp tidak muat genshin wuwa arknight enfield ml knight rebirth chaos zero nightmare theotown paksa uninstall btw where wind meet hsr tumbal besar kapasitas hp kecil gede memory hp,Negative,Negative
"got nothing much to say, thank you for Shungus fungus banner.",got nothing much sayang thank you for shungus fungus banner,Negative,Negative
"untuk Developer........ saya merasakan lag parah, nge glitch dan fps turun drastis, padahal settingan tampilan dan grafik aku buat rendah, semoga kedepannya segera di perbaiki atau mendapat perkembangan dan penyesuaian agar para pemain yang menggunakan perangkat yang kurang mumpuni bisa bermain lebih nyaman dan lancar lagi, terimakasihh",developer rasa lag parah nge glitch fps turun drastis settingan tampil grafik rendah moga depan baik kembang sesuai main perangkat kurang mumpuni main nyaman lancar terimakasihh,Negative,Negative
my phone keeep crashing everytime open the maps,my phone kep crashing everytime open the maps,Negative,Negative
keren wok tapi sayang nya hp gw cepet panas,keren wok sayang hp cepat panas,Negative,Negative
"Ayolah mau login aja susah sekali, stuck di loading screen tolong diperbaiki lagi🙏",ayo login susah stuck loading screen tolong baik,Negative,Negative
tidak bisa menghubungkan ke server jika menggunakan jaringan seluler xl,tidak hubung server jaring seluler xl,Negative,Negative
"gak support device low entry,selebihnya enjoyable aja",tidak support device low entryselebihnya enjoyable,Negative,Negative
"untuk overallnya bagus dan gak pelit"" amat soal bansosnya+karakternya full tobrut 😋👍",overallnya bagus tidak pelit bansosnyakarakternya full tobrut,Negative,Negative
"apakah bisa zzz sama ringan nya dengan genshin, karna genshin di sd860 sangat lancar sedangkan zzz terasa lebih berat. intinya tolong di optimalkan untuk mobile",ringan genshin genshin sd lancar berat inti tolong optimal mobile,Negative,Negative
gk ada update telanja#$$,tidak update telanja,Negative,Negative
"story dari semua hoyoverse aku suka banget sama ini setelah hsr. cuman aku kasih bintang 2 karena akunku yang bagus tetiba hilang hehe, tapi aku nunggu storynya ramielle dan nunggu device uprage dulu walaupun akun dulu ga balik tp gapapa deh:"")",story hoyoverse suka hsr cuman kasih bintang akun bagus tetiba hilang hehe tunggu storynya ramielle tunggu device uprage akun tidak gapapa deh,Negative,Negative
game tolol optimalisasi nya jelek bat anj pas update 3.0,tolol optimalisasi jelek anjing pas update,Negative,Negative
tolong dong mihoyo. ini kenapa story Proxy dan kelincinya bug. observation data yang ada cuman 1. yang kedua dan ketiga tidak muncul.. udah 4 kali ngulang ga nemu,tolong mihoyo story proxy kelinci bug observation data cuman tiga tidak muncul ngulang tidak nemu,Negative,Negative
ayolah kenapa nggak bisa masuk ini wak padahal sinyal ku bagus bagus aja tapi nggak bisa masuk loh. dipaksa dulu baru bisa masuk,ayo tidak wak sinyal ku bagus bagus tidak loh paksa,Positive,Negative
"cacat,gacha pelit,hard pity terus tapi malah kalah, rate on juga hard pity, najis. gacha chat kek telek, rate on belum dapet juga,padahal udah pity 73, Mending main wuthering wave, gacha 30 pity rate off dapet char limited, ampas zzz",cacatgacha pelithard pity kalah rate on hard pity najis gacha chat telek rate on belum jugapadahal pity mending wuthering wave gacha pity rate off char limited ampas,Negative,Negative
"kenapa saya tidak bisa log in selalu ngulang ngulang di loading screen katanya jaringan ku bermasalah padahal jaringan saya aman"" saja tolong di fix hoyo aku kasih bintang lima lagi nanti",tidak log ngulang ngulang loading screen jaring ku masalah jaring aman tolong fix hoyo kasih bintang,Negative,Negative
gamenya bagus... namun loginnya membutuhkan waktu yang lama .... tidak seperti genshin impact... juga zzz lebih berat... genshin dengan setelan grafik highest lebih ringan daripada mode hemat baterai zzz tolong disesuaikan kembali,bagus loginnya butuh waktu tidak genshin impact berat genshin setel grafik highest ringan mode hemat baterai tolong sesuai,Negative,Negative
"Permisi, Game nya bagus tapi Kok gacha nya Yg tier S harus 90 spin Plis lah kurangin kalau bisa 50 atau 30 lah Plis baca 🙏",permisi bagus gacha tier spin plis kurang plis baca,Negative,Negative
kenapa saya tidak bisa memainkan story agen padahal udah di klik lanjut maupun batal tetap ga bisa masuk ke story silver kebangkitan anby hoyo!,tidak main story agen klik batal tidak story silver bangkit anby hoyo,Negative,Negative
game sampah anj dari yu zuan sampe sekarang belum pernah menang rate off game kikir lebih kikir dari genshin 🐖 moga aja jadi game sepi dah,sampah anjing yuk zuan belum menang rate off kikir kikir genshin moga sepi deh,Negative,Negative
crash atau tidak bisa dijalankan mulai dari masuk ke game setelah login pada device Honor 400 Lite,crash tidak jalan login device honor lite,Negative,Negative
"makin lama ni game makin busuk aja,char lama banyak gak ke pake karena gimick bos makin aneh buff buat char baru doang,lama lama kaya hsr ngebosenin,percuma banyak char gak kepake,harus punya char baru terus,dah pity hard terus kalo gacha",busuk ajachar tidak pakai gimick bos aneh buff char doanglama hsr ngeboseninpercuma char tidak kepakeharus char terusdah pity hard gacha,Negative,Negative
game ini sangat bagus gak pelit pelit bagi bagi poleycrome terus peduli keritik fans ulasan juga langsung dimasukin sarab jika ada keritik apapun itu mendingan langsung didalam game karana aku pernah kasih keritik sarab langsung di game ya dan besokya langsung diterpakan this is the best bro,bagus tidak pelit pelit poleycrome peduli keritik fan ulas masuk sarab keritik apa mending dalam karana kasih keritik sarab besokya terpa this is the best bro,Negative,Negative
sering force close di roscaelifer,force close roscaelifer,Negative,Negative
kenapa game ini gak optimal padahal genshin sama hsr masih berjalan baik di hp saya tapi maen zzz di hp entah kenapa fps gak pernah maksimal dan lama kelamaan tertutup sendiri di tablet saya yaitu xiami pad 7 karna kehabisan memory saya kasih bintang dua dulu karna pengalaman bermainnya tidak semulus genshin dan hsr.,tidak optimal genshin hsr jalan hp hp fps tidak maksimal tutup tablet xiami pad habis memory kasih bintang alam main tidak mulus genshin hsr,Negative,Negative
"game bagus, grafik bagus, tpi ngeselin anj, masa tiba tiba loading, tiba² lag, tiba² keluar, sinyal XL gw aja full, paling banter rendah ny di 4 batang, masa bsa ngelag, bikin kesel aja",bagus grafik bagus kesal anjing loading lag sinyal xl full banter rendah batang ngelag bikin kesel,Negative,Negative
"kenapa setelah update 3.0 jadi banyak bug? yang pemain harapkan itu bugnya hilang, sekarang malah nambah bug lagi",update bug main harap bugnya hilang tambah bug,Negative,Negative
pas main selalu frame drop padahal pakai hp baru,pas frame drop pakai hp,Negative,Negative
"ga pernah kalah pity dari pertama main sampe sekarang🤤dev nya terlalu baik selalu sedekah juga mantep deh,lama lama gua nikahin juga dev nya",tidak kalah pity sekarangdev sedekah mantap dehlama gua nikah dev,Negative,Negative
"untuk developer tolong isikan fitur ganti MC secara permanen, plisssssssssss",developer tolong isi fitur ganti mc permanen plis,Negative,Negative
gamenya bagus cumann legg parah cik fps turun drastis ni kalo bisaa gamenya di ringan kan supaya semua hp yang ada kendala bisa main,bagus cumann legg parah cik fps turun drastis ringan hp kendala,Negative,Negative
"Tolong perbaiki permasalahan bug fps, setiap login fps limit 24 fps mulu!!?",tolong baik masalah bug fps login fps limit fps mulu,Negative,Negative
"Gacha kena rate off selalu di pity 80 terus, desain nya sekarang jadi lebih ke arah fan service daripada dulu yang lebih tertutup dan berwibawa. please change end gacha pity bro :(.",gacha rate off pity desain arah fan service tutup wibawa please change end gacha pity bro,Negative,Negative
"Grafik di mobile ketara bgt kurangnya, mau pake grafik rendah maupun tinggi sama aja. Udah kalah sama endfield yg sama2 pake unity & nte yg pake ue5 malah ringan bgt. Jujur burem parah, bikin sakit mata akhirnya brenti main ✌",grafik mobile tara kurang pakai grafik rendah tinggi kalah endfield pakai unity nte pakai ue ringan jujur buram parah bikin sakit brenti,Negative,Negative
"Optimalisasi ampas, udh pake device yaang lumayan aja masih lag",optimalisasi ampas pakai device lumayan lag,Negative,Negative
"saat mengunduh data update, saya diperintah mengosongkan ruang penyimpanan hingga 50 MB, tapi setelah saya bersihkan hingga 1 GB, tetap tidak bisa update. WHY!?",unduh data update perintah kosong ruang simpan mbak sih gb tidak update why,Negative,Negative
1 tahun lalu masih bisa di mainin sekarang bahkan latihan saja framedropnya luar biasa semenjak update itu saya berhenti memainkan game ini karena terlalu berat bahkan di settingan low saja masih drop parah beda sama game rpg aksi yang lain. dan hari baru saja mendownload game ini lagi bahkan di eventnya saja terlalu berat di mobile kenapa ini jadi semakin tidak competibel.,tahun mainin latih framedropnya semenjak update henti main berat settingan low drop parah beda rpg aksi mendownload eventnya berat mobile tidak competibel,Negative,Negative
"permisi hoyoverse, kenapa optimalisasi performa di game ini jelek sekali, di Xiaomi pad 7 saya lag sangat parah dan sampai tidak bisa kembali ke home screen",permisi hoyoverse optimalisasi performa jelek xiaomi pad lag parah tidak home screen,Negative,Negative
saya mencoba untuk men download zenless zone zero tapi tidak bisa saya tidak bisa men dowload nya,coba men download zenless zone zero tidak tidak men dowload,Negative,Negative
"saya tidak bisa masuk ke dalan game nya, setiap saya mencoba masuk itu akan kembali ke halaman utama saya",tidak dal coba halaman utama,Negative,Negative
saya main karena ada tim dhot design main,tim dhot design,Negative,Negative
"Kepada developer saya kembali mendownload zenless zone zero di HP lain tapi ketika saya ingin login ke akun saya muncul tulisan ""terlalu banyak permintaan, silahkan perbarui halaman dan coba kembali setelah beberapa saat"" maksud tulisan tersebut apa? saya sudah muat ulang gamenya dan tunggu beberapa saat, liat informasi updatenya masih update terbaru, mohon untuk di bantu. aku kangen bermain Zenless Zone Zero, sudah lebih dari seminggu tidak aku mainkan.",developer mendownload zenless zone zero hp login akun muncul tulis minta sila baru halaman coba tulis muat ulang tunggu informasi updatenya update baru bantu kangen main zenless zone zero minggu tidak main,Negative,Negative
"bagus saya suka,hanya saja sistem gachanya terlalu susah",bagus sukahanya sistem gachanya susah,Negative,Negative
Snapdragon 860 perangkat tidak. kompetibel?? secara gameplay msh lancar akwwkkw lawak lawak,snapdragon perangkat tidak kompetibel gameplay lancar akwwkkw lawak lawak,Negative,Negative
"banyak bug, optimalisasi yang buruk, saat saya mengerjakan ""main quest"" saya terkena bug dan tidak dapat petunjuk quest kemudian saya tidak dapat keluar dari area quest.",bug optimalisasi buruk quest kena bug tidak tunjuk quest tidak area quest,Negative,Negative
"tolong ini udh tahun 2026 tapi masih lag sekali, kita para mid end butuh optimisasi dikarenakan ngelag bgt, diusahakan next update di optimisasi",tolong tahun lag mid end butuh optimisasi ngelag usaha next update optimisasi,Negative,Negative
"semenjak update season baru gamenya gak optimal, sering ngebug seperti analog nya hilang, stuck, bahkan sampe force closed. Semoga cepat dibenerin.",semenjak update season tidak optimal ngebug analog hilang stuck force closed moga cepat dibenerin,Negative,Negative
"sering freeze terus force close, banyak bug black screen",freeze force close bug black screen,Negative,Negative
ayo lah. jangan lah membuat karakter yang bisa di pelintir menjadi meme yang ngwawur. lihat itu fandom fandom nya (please devoloper buatlah karakter yang waras sedikit),ayo jangan karakter pelintir meme ngwawur fandom fandom please devoloper buat karakter waras,Negative,Negative
Gak pernah menang rate off😭,tidak menang rate off,Negative,Negative
"saat ingin memainkan game, ketika loading screen login tiba-tiba keluar tidak jelas. padahal ram dan storage masih banyak. padahal memakai device samsung s25fe",main loading screen login tibatiba tidak ram storage pakai device samsung sfe,Negative,Negative
"Story nya bagus, banyak minigame menarik ama misi sampingan yang gak ngantuk. tapi ya gitu, sistem gacha nya. udah grinding mati matian dapet nya malah karakter tier S yang sama sekali gak kubutuhkan, nyari polychrome disini susah nya bukan main, bener bener harus tryhard parah buat dapetin polychrome yang banyak. Event juga kebanyakan boring ama gak menarik, cuma sebagian doang yang seru. udah gitu design char yang sekarang juga parah, gak kayak char terdahulu yang nyatu ama tema di game.",story bagus minigame tarik misi samping tidak ngantuk sistem gacha grinding mati mati karakter tier tidak butuh cari polychrome susah bukan tryhard parah polychrome event banyak boring tidak tarik doang seru design char parah tidak char nyatu tema,Negative,Negative
"update baru, device sudah flagship tapi masih sering force close, stuck di 75% n login game terus ofrce close, optimalisasi buruk, sebelum update season 3 aman² saja, setelah update jadi makin bobrok",update device flagship force close stuck login ofrce close optimalisasi buruk update season aman update bobrok,Negative,Negative
"Sebagai game dengan rating usia remaja (12+), pendekatan visual pada beberapa desain karakter cewek dirasa terlalu mengeksploitasi aspek fanservice secara berlebihan. Proporsi fisik dan animasi yang terlalu dilebih-lebihkan sering kali justru mengganggu fokus pemain dari kualitas mekanisme bertarung (combat) dan world-building yang sebenarnya sudah dieksekusi dengan sangat baik. visualnya juga baik,jadi menurutku sebagian pemain akan terlalu fokus pada fansservice daripada pada plot utama game.",rating usia remaja dekat visual desain karakter cewek rasa eksploitasi aspek fanservice proporsi fisik animasi dilebihlebihkan ganggu fokus main kualitas mekanisme tarung combat worldbuilding eksekusi visual baikjadi turut main fokus fansservice plot utama,Negative,Negative
"game sepesial bagi gw😍(bansos nya akeh tenan,pity nggak pelit) plis lah perbaiki optimasi nya 😭",sial gwbansos akeh tenanpity tidak pelit plis baik optimasi,Negative,Negative
"UBAH DESAIN 3.0 SANGAT JELEK, TAKKAN NAIK RATING SAMPAI D3SAIN BERUBAH SEPERTI SEMESTINYA",ubah desain jelek tak rating dsain ubah mesti,Negative,Negative
always hard pity when gacha and lose 50/50,always hard pity when gacha and lose,Negative,Negative
loading lama minta ampun,loading ampun,Negative,Negative
"gamenya sudah bagus, mekanisme dan segalanya memang ga usah diraguin lagi. Cuma masalahnya itu cuma di optmialisasinya, hape saya sering banget force close akhir akhir ini saya juga ga tau apa masalahnya. Jadi saya kasih bintang 2 dulu, kalau masalahnya udah dibenerin baru saya kasih bintang 5👌 -sama plis kasih lebih banyak polychrome gratis😁",bagus mekanisme tidak diraguin optmialisasinya hape force close tidak tau kasih bintang dibenerin kasih bintang plis kasih polychrome gratis,Negative,Negative
