Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
buat login nya aja harus nunggu berjam² baru juga mau main malah di bikin nunggu lama,login tunggu jam bikin tunggu,Negative,Negative
"This game is quite good, but I have a problem with my bad gaming experience. This game runs very smoothly on my phone, but I often experience interruptions while playing: like when I'm fighting, suddenly the entire screen becomes unresponsive, even showing an error, even though my phone is cool and running smoothly. I thought it was a problem with my phone, but it turns out to be a bug or something, I don't really know, but I've experienced this 3 times. Please, zzz team, fix this bug immediatel",this is quite good but have problem with my bad gaming experience this runs very smoothly on my phone but often experience interruptions while playing like when im fighting suddenly the entire screen becomes unresponsive even showing an error even though my phone is cool and running smoothly thought was problem with my phone but turns out be bug something dont really know but ive experienced this times please team fix this bug immediatel,Negative,Negative
bagus gamenya saya suka dengan combatnya cepat dan menarik,bagus suka combatnya cepat tarik,Positive,Positive
"game nya sangat keren, fighting nya juga bagus,apa lagi char nya bnyk yg montok jing",keren fighting bagusapa char montok anjing,Positive,Positive
the best game ever🗣️,the best ever,Positive,Positive
ga tau knp malah nge stuck di daftar server,tidak tau nge stuck daftar server,Negative,Negative
"Game ini udah bagus tapi kenapa fps nya bisa drop banget padahal spek hp udah sangat mampu untuk memainkan nya, setingan udah ku buat rendah semua tapi fps ga bisa stabil, mohon di perbaiki aku sangat ingin bermain zenles zone zero karena gameplanya seru dan waranya ga bikin bosen",bagus fps drop spek hp main ting ku rendah fps tidak stabil baik main zenles zone zero gameplanya seru wara tidak bikin bosan,Negative,Negative
"tolong diperbaiki gamenya, aku sudah 2 hari gk bisa login karena force close terus, hp ku samsung s24 loh, pdhl sebelumnya aman aman aja",tolong baik tidak login force close hp ku samsung loh aman aman,Negative,Negative
"Gameplaynya asik, storynya lumayanlah, bansosnya mantap. Masih lumayan banyak bugnya, trus pas ngerjain side quest di hollow jga ga jelas arahnya sesat bikin pusing, questnya dimana teleportnya kemana, semoga diperbaiki.",gameplaynya asik storynya lumayan bansosnya mantap lumayan bugnya pas ngerjain side quest hollow tidak arah sesat bikin pusing questnya mana teleportnya mana moga baik,Negative,Negative
i hope you guys stop making new boss with special parry/dodge mechanic. just make it normal with yellow or red line. you can call me skill issue and i'm just casual player who wants to have fun an enjoy the game in normal way.,hope you guys stop making new bos with special parrydodge mechanic just pakai normal with yellow red line you can call me skill issue and im just casual player who wants have fun an enjoy the normal way,Positive,Positive
berikan gua nekomata!!!,gua nekomata,Negative,Negative
"pengalaman gameplay zzz bagus dari game2 serupa ,mana ga terlalu patah2 dan smooth juga story seperti komik aku menyukainya tidak membosankan gokil zzz",alam gameplay bagus tidak patah smooth story komik suka tidak bosan gila,Negative,Negative
"nice gameplay, keep going",nice gameplay keep going,Positive,Positive
"gacha modelan gimana ini kalah mepet pity dapat pun juga harus mepet pity? cihh mana 50/50 yang kau janjikan cuih,baru juga comback gini amat mau ambil char aja di suruh gacha mepet pity terus",gacha model kalah mepet pity mepet pity cihh kau janji cuihbaru comback ambil char suruh gacha mepet pity,Negative,Negative
"bagi bintang 3 dulu sebab last saya main 2025 sebab masa tu banyak bug sudah saya call customer service tapi tidak di baiki"" jadi saya berharap saya download balik makin ok la jangan ja makin banyak bug saya tidak suka terutamanya pada grafik sudah ok grafik tapi masih lag"" wifi ok data hp ok tapi masih lag kalau masih lagi saya tidak akan main lagi game ini buat selamanya malas mau buat report di customer service ja setiap kali update game alasan yang sama aja tapi tidak ada tindakan hmmmmmmmmm",bintang last bug call customer service tidak baik harap download ok jangan bug tidak suka utama grafik ok grafik lag wifi ok data hp ok lag tidak malas report customer service update alas tidak tindak hm,Negative,Negative
"Dev, aku sangat suka gamenya, tapi belakangan ini optimasinya terasa sangat kurang. Apalagi di map terbaru. Device sudah top tier (Snapdragon 8 gen 5) dan masih terus mengalami Force close. Ada apa dengan zzz?",dev suka optimasinya kurang map baru device top tier snapdragon gen alami force close,Negative,Negative
"overall semua nya bagus cuma gacha nya aja yg ampas banget, polycrome habis Ampe mentok pity tapi dapat karakter standar",overall bagus gacha ampas polycrome habis mentok pity karakter standar,Negative,Negative
"tolong optimalisasinya lebih di tingkatkan, meski sudah pakai low graphic masih sering ngelag saat combat atau eksplorasi.",tolong optimalisasi tingkat pakai low graphic ngelag combat eksplorasi,Negative,Negative
ok,ok,Positive,Positive
bagus grafik sama alur cerita tapi sayangnya sempit banget pas jalanin quest ditambah ga bisa multiplayer jadinya rada bosen,bagus grafik alur cerita sayang sempit pas jalan quest tambah tidak multiplayer rada bosan,Negative,Negative
"sorry game apa ini, udh download file besar awal bagus, grafik bagus, lancar makin lama kok ngelag2,,",sorry download file bagus grafik bagus lancar ngelag,Negative,Negative
"ini gw mau nanya,kenapa Gw kalo main zzz ngeleg Mulu ya,Padahal dulu tahun 2025 nggak,sekarang pas gw comeback kok gini?,Mau minta informasi perangkat? perangkat gw Iqoo z9,Ram 8 Gb kepake 5 (Udha termasuk zzz kepake nya),memori Masih ada 78 GB, Chipset Juga lebih dari minimal,Snapdragon 7 gen 3,perasaan gw main Honkai Star Rail lancar banget rata kanan, ini emang optimalisasi nya kurang apa gimana?,gw juga grafis di zzz mode hemat baterai, semoga di jawab yah,soalnya dulu rata kanan lancar aja",nanyakenapa ngeleg mulu yapadahal tahun nggaksekarang pas comeback ginimau informasi perangkat perangkat iqoo zram gb kepake udha kepake nyamemori gb chipset minimalsnapdragon gen asa honkai star rail lancar rata kanan optimalisasi kurang gimanagw grafis mode hemat baterai moga yahsoalnya rata kanan lancar,Negative,Negative
"kalah rate off di banner velina, kalah rate off di w engine yixuan hard pity semua lagi. please make my account really lucky!!",kalah rate off banner velina kalah rate off engine yixuan hard pity please pakai my account really lucky,Negative,Negative
donlod data nya lama sekali,donlod data,Negative,Negative
game nya seru banget wok rekomen buat bara wibu yg suka tob lah,seru wok rekomen bara wibu suka tob,Positive,Positive
"kasian sekali gw update sekarang malah udah ngak bisa main lagi ini game, udah tidak kompatibel di hp gw",kasihan update tidak tidak kompatibel hp,Negative,Negative
"yaa overall bagus sih karna saya sempat memainkan versi PC nya juga. jujur ini game bagus, dan juga simple. tolong kedepannya saat update, buat sedikit lebih ringan",overall bagus main versi pc jujur bagus simple tolong depan update ringan,Positive,Positive
gacor king,gacor king,Positive,Positive
jelek banget gamenya bagus si tapi saat donload filenya Lo lama baterai aku 100 aku tinggal.saat aku liat HP aku baterai sudah 20 masih loading baru setengah Bego emang,jelek bagus donload filenya lo baterai tinggalsaat hp baterai loading bego,Negative,Negative
"terimakasih atas gameplay yang bagus dan menarik dari game zzz ini, animasinya sangat bagus, story nya bagus, dan juga model karakter nya juga bagus. gamenya memang lebih berat dari pada genshin di karenakan animasi dan fitur gameplay yang ada dalam game nya.... aku sangat suka bagaimana kalian membuat gaya animasi yang sangat unik dan detail sekali menurutku, apalagi ekspresi mereka saya sangat suka sekali terimakasih 🙏🥹",terimakasih gameplay bagus tarik animasi bagus story bagus model karakter bagus berat genshin karena animasi fitur gameplay suka gaya animasi unik detail turut ekspresi suka terimakasih,Positive,Positive
best mobile action,best mobile action,Positive,Positive
1 agen 140 pity,agen pity,Negative,Positive
"tolong optimisasi lgi game ny supaya bisa stabil fps selama permainan. dimensity 8350 ultimate hrus nya lumayan kuat, login ke game tiba-tiba fps ngelock 20-30 an lalu relog beberapa kali 52 fps dpet, ni bug ngeselin dah tolong perbaiki optimisasi lagi game nya HOYoNg",tolong optimisasi stabil fps main dimensity ultimate lumayan kuat login tibatiba fps ngelock an relog fps dpet bug kesal deh tolong baik optimisasi hoyong,Negative,Negative
bagus bet jirr game nyaaa,bagus anjir,Positive,Positive
"overall udah bagus setelah main 1 bulan, dari gamplay nya yang asik, story nya juga lumayan bagus, bansos nya juga banyak,dan dan banyak qolbu, yang kurang mungkin masih ada berbagai bug, yang baru aja ku alamin kemarin karakter gak bisa di gerakin pakek analog, sama kadang rendering nya suka eror harus relog dulu.",overall bagus gamplay asik story lumayan bagus bansos banyakdan qolbu kurang bug ku alamin kemarin karakter tidak gerakin pakai analog kadang rendering suka eror relog,Positive,Positive
game nya bagus mekaniknya seru storynya menarik samangat terus yah hoyo tim.,bagus mekanik seru storynya tarik samangat hoyo tim,Positive,Positive
30GB+ for the physics,gb for the physics,Negative,Negative
"untuk developer tercinta, saya tidak menerima verifikasi kode keamanan lewat Facebook, padahal akun Facebook saya itu benar dan saya tidak menerima verifikasi kode keamanan itu, tolong perbaiki 🙏🙏🙏",developer cinta tidak terima verifikasi kode aman facebook akun facebook tidak terima verifikasi kode aman tolong baik,Negative,Negative
i hate raiden shogun for killing rosalyne 😡,hate raiden shogun for killing rosalyne,Negative,Negative
"gooner bgts jirrr, aku nak meletup",gooner bgts jir nak letup,Negative,Negative
"kasi bintang 1 gw,males lah ga jelas anyinkk,setiap login pake server manapun tetep sama mesti terjadi kesalahan jaringan pdh udh 4G+ ,ga jelass ga jelass",kasih bintang gwmales tidak anyinkksetiap login pakai server mana mesti salah jaring pdh tidak tidak jelass tidak jelass,Negative,Negative
apaan 25gb sama 31gb game 8 bitt...mending game pc,gb gb bittmending pc,Negative,Negative
Semoga pas banner Ramielle bisa gw pulangin,moga pas banner ramielle pulangin,Positive,Positive
"Terima kasih HoyoVerse sudah membuat game ini, bener² bagus. Dari segi cerita yang bener² enjoyable, karakter design yang unik² dan memorable, dan gameplay hack n slash yang satisfying, absolute peak cinema 🙌 (Device aja yang gak memadai 😂)",terima kasih hoyoverse bagus segi cerita enjoyable karakter design unik memorable gameplay hack slash satisfying absolute peak cema device tidak pada,Negative,Negative
grafiknya bagus cuma loading nya lama,grafik bagus loading,Positive,Positive
mohon perbaiki lag dan force closenya padahal dah grafik hemat baterai,baik lag force closenya deh grafik hemat baterai,Negative,Negative
"Why is the *Zenless Zone Zero* I used to know no longer the same game? It makes me furious—it’s become so heavy to run, and I’m stuck on the menu screen. What have you done, developers? You’ve made *Zenless Zone Zero* unplayable. You only care about high-end graphics and money, rendering the game unplayable. Can’t you revert *Zenless Zone Zero* to how it used to be so I can actually play it? I don’t care about bad graphics or anything like that; all I want is to experience that amazing gameplay.",why is the zenless zone zero used know no longer the same makes me furiousits become sok heavy run and im stuck on the menu screen what have you done developers youve made zenless zone zero unplayable you only care about highend graphics and money rendering the unplayable cant you revert zenless zone zero how used be sok can actually play dont care about bad graphics anything like that all want is experience that amazing gameplay,Negative,Negative
"dear hoyo, tolong tambahkan fitur reroll penambahan +(+1/2/3) di substat seperti di genshin impact. soalnya terlalu menghabiskan banyak sumber daya kalo harus gacha stat/substat terus di toko musik.",dear hoyo tolong tambah fitur reroll tambah substat genshin impact habis sumber daya gacha statsubstat toko musik,Positive,Positive
bagus bgt,bagus,Positive,Positive
"seru,cuma sering force close saat start (s23fe) apalagi saat 75,61% loading screen",serucuma force close start sfe loading screen,Negative,Negative
"kagak bisa login sama sekali setelah update v3.0, main dari v1.3 gak pernah separah ini, pernah sih 1.5 kek gitu, cuman ini lebih parah😭 aku benci angka 75.61%🗿",kagak login update tidak parah cuman parah benci angka,Negative,Negative
"Salah satu game terbaik yang pernah ada di playstore! Cerita bagus, ramah f2p, banyak event, combat bagus, original soundtrack yang keren, dll. Namun memang sih ini game agak berat dan optimasi nya di android agak kurang dibanding pc & konsol, oh ya btw hp yg gua pake Dimensity 7400 jdi masih aman-aman aja sih di setting med-low walaupun ya menurut gua minimal biar lebih nyaman maen nya pake Dimensity 9000 ke atas atau setara Snapdragon 8 gen 1/2/3/4/5",salah baik playstore cerita bagus ramah fp event combat bagus original soundtrack keren dll berat optimasi android kurang banding pc konsol oh btw hp gua pakai dimensity amanaman setting medlow gua minimal biar nyaman pakai dimensity tara snapdragon gen,Positive,Positive
"ini game tuh udh bagus jujur, dar segi visual karakter nya dan segi grafik juga udah mantep, cuma plis game nya di buat lebih ringan lagi biar ga make terlalu banyak memori ponsel, dan biar ga terlalu berat juga pas di mainin, saranku sih itu aja, soalnya ini game udah bagus banget tapi sayangnya berat+gunain terlalu banyak memori aja.",tuh bagus jujur dar segi visual karakter segi grafik mantap plis ringan biar tidak pakai memori ponsel biar tidak berat pas mainin saran bagus sayang beratgunain memori,Negative,Negative
game nya bagus tapi optimasi nya kureng banget si tapi overall suka ama kalau bisa agak kurangin fan servis nya kek kostum nya contoh promeia kenapa gk bisa dia baju atau pakaian nya kek arlechhino dari gi gitu lah ketutup padahal udh bagus gitu loh,bagus optimasi reng overall suka kurang fan servis kostum contoh promeia tidak baju pakai arlechhino gi tutup bagus loh,Positive,Positive
"bagus baget cuy, disni ada mbg ( My Bini Guweh🗿👌)",bagus cuy mbg my bini guweh,Positive,Positive
"Gokil wak, lumayan balance lah buat di G99 mentok - mentok 35± fps. Story S3 3.0 lumayan ok lah buat pembukaan, bansos buat pull lancar, gacha-nya? tergantung ke-hoky an rek, namanya juga RNG...",gila wak lumayan balance tidak mentok mentok fps story lumayan ok buka bansos pull lancar gachanya gantung kehoky an rek nama rng,Negative,Negative
"semoga game nya bisa tetep ramah hp mid deh kedepanya, semoga bagus dan unik kedepanya",moga ramah hp mid deh depa moga bagus unik depa,Positive,Positive
"game busuk, ga optimal wuka keluar sendiri",busuk tidak optimal wuka,Negative,Negative
game setengah porno ajg bikin membuat iman pria goncang gancing aj setiap karakter cwe masa tobrut semua apalagi yang paling tobrut velina belle nicoleSkipp,porno ajg bikin iman pria goncang gancing karakter cewek tobrut tobrut velina belle nicoleskipp,Negative,Negative
gelo bagus bngt njirrrrr,gelo bagus anjir,Positive,Positive
seru dan keren,seru keren,Positive,Positive
tolong untuk cut scenenya di buat hd karena kurang nyaman di lihat mata padahal saya sudah menggunakan settingan grafis tertinggi,tolong cut scenenya hd kurang nyaman settingan grafis tinggi,Negative,Negative
"game sudah sangat bagus,hanya saja di device rog 7,seting rata kanan sama kiri,sama aja tetap ngelag performa kurang bagus saya harap update kedepannya bakal di perbaiki lagi,lag crash patah patah,fps drop",bagushanya device rog ting rata kanan kirisama ngelag performa kurang bagus harap update depan baik lagilag crash patah patahfps drop,Negative,Negative
"Tolong, itu fan servicenya jgn terlalu brutal, untuk grafik visual rasanya agak berkabut alias brightnya agak tinggi sisa bagus sih g ada yg jelek",tolong fan servicenya jangan brutal grafik visual kabut alias brightnya tinggi sisa bagus tidak jelek,Negative,Negative
peak game,peak,Positive,Positive
"sayang bgt susah buat mapping, pake gamepad gak kebacaa (zzz mobile)",sayang susah mapping pakai gamepad tidak kebacaa mobile,Negative,Negative
memuaskan nafsu player,muas nafsu player,Positive,Positive
"penulisan sifat mc dan karakter2 playable nya jelek banget khususnya di season 2. sifat mc terlalu pemaaf untuk orang dengan tujuan balas dendam, dan selalu sok nasehatin karakter2 yg mau balas dendam ke targetnya(yg benar2 bersalah dan emang sudah tepat sasaran).",tulis sifat mc karakter playable jelek season sifat mc maaf tuju balas dendam sok nasihat karakter balas dendam targetnyayg salah sasar,Negative,Negative
"tolong dong game nya didoptimalin lagi, beratt 🫠",tolong didoptimalin beratt,Negative,Negative
tolong diperbarui lagi untuk optimisasi gamenya untuk kedepan nya,tolong baru optimisasi depan,Negative,Negative
1.5 tahun main cuman 2x menang rate off,tahun cuman menang rate off,Negative,Negative
"tolong ini map terbaru belum stabil, kadang fps drop tiba"", device saya Infinix gt 30 pro. di map lain tidak terjadi kendala fps drop yaaa",tolong map baru belum stabil kadang fps drop device infinix pro map tidak kendala fps drop,Negative,Negative
"game bagus, overall sudah perfect. untuk orang lain yang rating jelek karena event boring atau pun gacha gak dapet karakter yang diinginkan itu konyol banget sih, kalo lu ngusulin event yang lebih baik mending ke websitenya langsung. Dan untuk yang gagal gacha dan gasuka 50/50 mending gak usah ngerate, kalo lu gak suka sistem gachanya ya gak usah main dan kalo lu gagal dapet karakter limit itu juga normal terima aja gak usah marah, semua player juga gitu. mereka juga pernah gagal. itu aja sih",bagus overall perfect rating jelek event boring gacha tidak karakter konyol ngusulin event mending websitenya gagal gacha gasuka mending tidak ngerate tidak suka sistem gachanya tidak gagal karakter limit normal terima tidak marah player gagal,Negative,Negative
"3Btg Dulu soalnya Combeack main ni game,:),Bansos banyakin ya buat player yg awal rilis maen tapi kehalang device buat main,jadi vakum agak lama",btg combeack gamebansos banyak player rilis halang device mainjadi vakum,Negative,Negative
game rusak butu di perbaiki,rusak butu baik,Positive,Positive
seru,seru,Positive,Positive
"surat cinta untuk developer terima kasih banyak telah membuat game sebagus ini karena dengan game ini saya punya alasan kedua kenapa aku ada di kamar mandi lama,dan juga ini game punya banyak karakter yang waifuable terutama itu hoshimi miyabi itu tipe aku banget aku",surat cinta developer terima kasih bagus alas kamar mandi lamadan karakter waifuable hoshimi miyabi tipe,Positive,Positive
Games nya sangat Bagus Aku Menyukai Game nya Terus Lah Berkembang,games bagus suka kembang,Positive,Positive
wareg banget bansosnya tidak seperti game sebelah. Intinya gud,wareg bansosnya tidak belah inti gud,Negative,Negative
"memory hp gue udah gak muat. ada genshin, wuwa, arknight enfield, ML, 7knight rebirth, chaos zero nightmare, theotown, jadi terpaksa uninstall nih game, btw where wind meet dan HSR juga jadi tumbal, game kalian yang kebesaran atau kapasitas hp gue kekecilan. udah gede nih gue rasa memory hp gue.",memory hp tidak muat genshin wuwa arknight enfield ml knight rebirth chaos zero nightmare theotown paksa uninstall btw where wind meet hsr tumbal besar kapasitas hp kecil gede memory hp,Negative,Negative
"got nothing much to say, thank you for Shungus fungus banner.",got nothing much sayang thank you for shungus fungus banner,Negative,Negative
"untuk Developer........ saya merasakan lag parah, nge glitch dan fps turun drastis, padahal settingan tampilan dan grafik aku buat rendah, semoga kedepannya segera di perbaiki atau mendapat perkembangan dan penyesuaian agar para pemain yang menggunakan perangkat yang kurang mumpuni bisa bermain lebih nyaman dan lancar lagi, terimakasihh",developer rasa lag parah nge glitch fps turun drastis settingan tampil grafik rendah moga depan baik kembang sesuai main perangkat kurang mumpuni main nyaman lancar terimakasihh,Negative,Negative
my phone keeep crashing everytime open the maps,my phone kep crashing everytime open the maps,Negative,Negative
Game bagus,bagus,Positive,Positive
keren wok tapi sayang nya hp gw cepet panas,keren wok sayang hp cepat panas,Negative,Negative
"Ayolah mau login aja susah sekali, stuck di loading screen tolong diperbaiki lagi🙏",ayo login susah stuck loading screen tolong baik,Negative,Negative
tidak bisa menghubungkan ke server jika menggunakan jaringan seluler xl,tidak hubung server jaring seluler xl,Negative,Negative
kasih bintang 5 karna emang bagus tapi kenapa setiap login selalu gagal padahal sinyal udah bagus banget malah tolong di perbaiki,kasih bintang bagus login gagal sinyal bagus tolong baik,Positive,Positive
"gak support device low entry,selebihnya enjoyable aja",tidak support device low entryselebihnya enjoyable,Negative,Negative
"untuk overallnya bagus dan gak pelit"" amat soal bansosnya+karakternya full tobrut 😋👍",overallnya bagus tidak pelit bansosnyakarakternya full tobrut,Negative,Negative
"apakah bisa zzz sama ringan nya dengan genshin, karna genshin di sd860 sangat lancar sedangkan zzz terasa lebih berat. intinya tolong di optimalkan untuk mobile",ringan genshin genshin sd lancar berat inti tolong optimal mobile,Negative,Negative
"bintang 3 dulu, tolong perbaiki pemerataan gendernya dong terlalu banyak karakter cewek",bintang tolong baik perata gender karakter cewek,Positive,Positive
gk ada update telanja#$$,tidak update telanja,Negative,Negative
"story dari semua hoyoverse aku suka banget sama ini setelah hsr. cuman aku kasih bintang 2 karena akunku yang bagus tetiba hilang hehe, tapi aku nunggu storynya ramielle dan nunggu device uprage dulu walaupun akun dulu ga balik tp gapapa deh:"")",story hoyoverse suka hsr cuman kasih bintang akun bagus tetiba hilang hehe tunggu storynya ramielle tunggu device uprage akun tidak gapapa deh,Negative,Negative
game tolol optimalisasi nya jelek bat anj pas update 3.0,tolol optimalisasi jelek anjing pas update,Negative,Negative
tolong dong mihoyo. ini kenapa story Proxy dan kelincinya bug. observation data yang ada cuman 1. yang kedua dan ketiga tidak muncul.. udah 4 kali ngulang ga nemu,tolong mihoyo story proxy kelinci bug observation data cuman tiga tidak muncul ngulang tidak nemu,Negative,Negative
ayolah kenapa nggak bisa masuk ini wak padahal sinyal ku bagus bagus aja tapi nggak bisa masuk loh. dipaksa dulu baru bisa masuk,ayo tidak wak sinyal ku bagus bagus tidak loh paksa,Positive,Negative
"game nya bagus apalagi story tapi ketika di roscaelifer ada masalah yang dimana ketika menggunakan cctv atau bangboo yang terbang layar seketika menjadi putih, abu, dan hitam dan tidak terlihat jelas semoga masalah nya bisa diperbaiki terimakasih",bagus story roscaelifer mana cctv bangboo terbang layar putih abu hitam tidak moga baik terimakasih,Positive,Positive
nice,nice,Positive,Positive
"cacat,gacha pelit,hard pity terus tapi malah kalah, rate on juga hard pity, najis. gacha chat kek telek, rate on belum dapet juga,padahal udah pity 73, Mending main wuthering wave, gacha 30 pity rate off dapet char limited, ampas zzz",cacatgacha pelithard pity kalah rate on hard pity najis gacha chat telek rate on belum jugapadahal pity mending wuthering wave gacha pity rate off char limited ampas,Negative,Negative
"kenapa saya tidak bisa log in selalu ngulang ngulang di loading screen katanya jaringan ku bermasalah padahal jaringan saya aman"" saja tolong di fix hoyo aku kasih bintang lima lagi nanti",tidak log ngulang ngulang loading screen jaring ku masalah jaring aman tolong fix hoyo kasih bintang,Negative,Negative
gamenya bagus... namun loginnya membutuhkan waktu yang lama .... tidak seperti genshin impact... juga zzz lebih berat... genshin dengan setelan grafik highest lebih ringan daripada mode hemat baterai zzz tolong disesuaikan kembali,bagus loginnya butuh waktu tidak genshin impact berat genshin setel grafik highest ringan mode hemat baterai tolong sesuai,Negative,Negative
"Udah benar-benar jadi ""gooners bait game"". Story utama Season 2 hancur berantakan. Game kabanyakan coba-coba. Balikin Season 1 yang bagus itu!",benarbenar gooners bait story utama season hancur beranta kabanyakan cobacoba balikin season bagus,Positive,Positive
"Permisi, Game nya bagus tapi Kok gacha nya Yg tier S harus 90 spin Plis lah kurangin kalau bisa 50 atau 30 lah Plis baca 🙏",permisi bagus gacha tier spin plis kurang plis baca,Negative,Negative
kenapa saya tidak bisa memainkan story agen padahal udah di klik lanjut maupun batal tetap ga bisa masuk ke story silver kebangkitan anby hoyo!,tidak main story agen klik batal tidak story silver bangkit anby hoyo,Negative,Negative
game sampah anj dari yu zuan sampe sekarang belum pernah menang rate off game kikir lebih kikir dari genshin 🐖 moga aja jadi game sepi dah,sampah anjing yuk zuan belum menang rate off kikir kikir genshin moga sepi deh,Negative,Negative
crash atau tidak bisa dijalankan mulai dari masuk ke game setelah login pada device Honor 400 Lite,crash tidak jalan login device honor lite,Negative,Negative
GAME HOYO TERBAIK,hoyo baik,Positive,Positive
"makin lama ni game makin busuk aja,char lama banyak gak ke pake karena gimick bos makin aneh buff buat char baru doang,lama lama kaya hsr ngebosenin,percuma banyak char gak kepake,harus punya char baru terus,dah pity hard terus kalo gacha",busuk ajachar tidak pakai gimick bos aneh buff char doanglama hsr ngeboseninpercuma char tidak kepakeharus char terusdah pity hard gacha,Negative,Negative
mantap gw dapat karakter tier-S 5 langsung 😜😜😜,mantap karakter tiers,Positive,Positive
game ini sangat bagus gak pelit pelit bagi bagi poleycrome terus peduli keritik fans ulasan juga langsung dimasukin sarab jika ada keritik apapun itu mendingan langsung didalam game karana aku pernah kasih keritik sarab langsung di game ya dan besokya langsung diterpakan this is the best bro,bagus tidak pelit pelit poleycrome peduli keritik fan ulas masuk sarab keritik apa mending dalam karana kasih keritik sarab besokya terpa this is the best bro,Negative,Negative
hoammm.....,hoam,Positive,Positive
bagus permainan nya,bagus main,Positive,Positive
sering force close di roscaelifer,force close roscaelifer,Negative,Negative
game sigma njing,sigma njing,Positive,Positive
kenapa game ini gak optimal padahal genshin sama hsr masih berjalan baik di hp saya tapi maen zzz di hp entah kenapa fps gak pernah maksimal dan lama kelamaan tertutup sendiri di tablet saya yaitu xiami pad 7 karna kehabisan memory saya kasih bintang dua dulu karna pengalaman bermainnya tidak semulus genshin dan hsr.,tidak optimal genshin hsr jalan hp hp fps tidak maksimal tutup tablet xiami pad habis memory kasih bintang alam main tidak mulus genshin hsr,Negative,Negative
"game bagus, grafik bagus, tpi ngeselin anj, masa tiba tiba loading, tiba² lag, tiba² keluar, sinyal XL gw aja full, paling banter rendah ny di 4 batang, masa bsa ngelag, bikin kesel aja",bagus grafik bagus kesal anjing loading lag sinyal xl full banter rendah batang ngelag bikin kesel,Negative,Negative
"kenapa setelah update 3.0 jadi banyak bug? yang pemain harapkan itu bugnya hilang, sekarang malah nambah bug lagi",update bug main harap bugnya hilang tambah bug,Negative,Negative
pas main selalu frame drop padahal pakai hp baru,pas frame drop pakai hp,Negative,Negative
Ga pernah bagus upgrade Disc,tidak bagus upgrade disc,Positive,Positive
"ga pernah kalah pity dari pertama main sampe sekarang🤤dev nya terlalu baik selalu sedekah juga mantep deh,lama lama gua nikahin juga dev nya",tidak kalah pity sekarangdev sedekah mantap dehlama gua nikah dev,Negative,Negative
"untuk developer tolong isikan fitur ganti MC secara permanen, plisssssssssss",developer tolong isi fitur ganti mc permanen plis,Negative,Negative
saya suka game ini,suka,Positive,Positive
udah gw uninstall 🥰,uninstall,Positive,Positive
gamenya bagus cumann legg parah cik fps turun drastis ni kalo bisaa gamenya di ringan kan supaya semua hp yang ada kendala bisa main,bagus cumann legg parah cik fps turun drastis ringan hp kendala,Negative,Negative
"Tolong perbaiki permasalahan bug fps, setiap login fps limit 24 fps mulu!!?",tolong baik masalah bug fps login fps limit fps mulu,Negative,Negative
"Gacha kena rate off selalu di pity 80 terus, desain nya sekarang jadi lebih ke arah fan service daripada dulu yang lebih tertutup dan berwibawa. please change end gacha pity bro :(.",gacha rate off pity desain arah fan service tutup wibawa please change end gacha pity bro,Negative,Negative
