Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
ohhh my godddd.... fire all season 2 writers fire all season 3 character designers... how TF did you guys come up with WORSE designs after Promeia???? 😭 cs is useless because you guys CLEARLY DON'T LISTEN 💀 at least come up with actual goongem instead of goonslop,oh my god fire all season writers fire all season character designers how tf did you guys come up with worse designs after promeia cs is useless because you guys clearly dont listen at least come up with actual goongem instead of goonslop,Positive,Positive
"Character design just gets worse and worse for every patch. They never listen to us, at this point just EOS and no one will care",character design just gets worse and worse for every patch they never listen us at this point just eos and no one will care,Positive,Positive
game bagus buat gooners 🥀,bagus gooners,Positive,Positive
aku cinta game ini ❤😍,cinta,Positive,Positive
bagus,bagus,Positive,Positive
"secara gameplay dan combat ok bagus mantab secara story juga bagus tapi ya kadang ada beberapa bug kek dialog nya terulang kembali, beberapa objek ilang, dan butuh waktu lebih dari 3 detik mungkin satu transisi. mungkin divice aku aja yang kureng atau gimana tapi game nya udah lumayan oke banget meski di mobile butuh dioptimalkan lagi",gameplay combat ok bagus mantab story bagus kadang bug dialog ulang objek hilang butuh waktu detik transisi divice reng lumayan oke mobile butuh optimal,Positive,Positive
"segi story, bansos ama karakter nya dah bagus sih. gw kasih bintang 4 karena HP gw kentang jadinya ngelag main ni game🗿🗿",segi story bansos karakter deh bagus kasih bintang hp kentang ngelag,Positive,Positive
apa apaan dengan optimasi ini?!! ini sangat bagus🔥🔥,optimasi bagus,Positive,Positive
trash,trash,Positive,Positive
"Cara mainnya enak, story lumayan, ekspresi on point karakter bagus bagus!!!",main story lumayan ekspresi on point karakter bagus bagus,Positive,Positive
game buriq,buriq,Positive,Positive
"Gameplay nya seru, animasi Parry nya bagus, meriah, cerita nya ga terlalu ribet, animasi Parry nya bagus, ramah newbie, event nya ga boring, animasi Parry nya bagus, end game seru dan ga menuntut kesempurnaan, dan animasi Parry nya keren sih.",gameplay seru animasi parry bagus riah cerita tidak ribet animasi parry bagus ramah newbie event tidak boring animasi parry bagus end seru tidak tuntut sempurna animasi parry keren,Positive,Positive
game terseru untuk saat ini,seru,Positive,Positive
"game bagus tapi berat banget kalo eksplorasi, tidak seperti kakaknya Genshin atau Honkai",bagus berat eksplorasi tidak kakak genshin honkai,Positive,Positive
mantap,mantap,Positive,Positive
Kenyang bansos 😛,kenyang bansos,Positive,Positive
trash as hell,trash as hell,Positive,Positive
Semoga bagus,moga bagus,Positive,Positive
game gooner final bos,gooner final bos,Positive,Positive
cepetin shunguang sama miyabi rerun ntar ku kasih B5😹,cepetin shunguang miyabi rerun entar ku kasih,Positive,Positive
good,good,Positive,Positive
love the story,love the story,Positive,Positive
Game ini sangat bagus grafik nya sangat bagus tetapi tolong buat developer untuk lebih manusiawi gacha agennya ya dan hadiah event-event yang ada di game ini,bagus grafik bagus tolong developer manusiawi gacha agen hadiah eventevent,Positive,Positive
KIKIR,kikir,Positive,Positive
"Tolong perbaiki lagi gamenya terkadang force close sendiri, device tablet Xiaomi pad 6s pro. ayolah optimalkan gamenya donk",tolong baik terkadang force close device tablet xiaomi pad pro ayo optimal,Positive,Positive
Ini game forno,forno,Positive,Positive
super great,super great,Positive,Positive
storynya kepanjangan,storynya panjang,Positive,Positive
this was a Relly nice game but i Miss when Zhao was being free Soo i hope you release the Baner because i really need that cute fluffy pink rabit,this was relly nice but miss when zhao was being free soo hope you release the baner because really need that cute fluffy pink rabit,Positive,Positive
Lebih bagus dari kikir impact,bagus kikir impact,Positive,Positive
dari segi game play nya seru cuma minta tambahin event nya aja.sama di lancarin lagi game nya.kadang kadang sering kekuar sendiri,segi play seru tambah event ajasama lancarin nyakadang kadang kuar,Positive,Positive
best gooner game walaupun graphic di mobile kurang tapi gameplay bagus,best gooner graphic mobile kurang gameplay bagus,Positive,Positive
"tolong banget nih hoyo, tolong lebih profesional dalam mendesain karakter, lebih kreatif, pilih ilustrator untuk bagian desain karakter dengan benar, promia, lucia, cissia, yidhari adalah karakter dengan desain terburuk",tolong hoyo tolong profesional desain karakter kreatif pilih ilustrator desain karakter promia lucia cissia yidhari karakter desain buruk,Positive,Positive
Thanks for the S Rank Billy I'm gonna clank him,thanks for the rank billy im gon na clank him,Positive,Positive
"thanks telah di fix Bug versi 2.7, sekarang main jadi lebih smooth, di highest.",thanks fix bug versi smooth highest,Positive,Positive
tambahin fitur ON/OFF HITSTOP nya dong,tambah fitur onoff hitstop,Positive,Positive
game nya bagus dari segi story nya bagus semangat ya,bagus segi story bagus semangat,Positive,Positive
"game nya bagus tapi,kok sejak dari v 2.0 sampai sekarang kok sering patah ²dah padahal hpnya sudah oke. mau grafik diturunkan rendah tetap sama aja. padahal main game yg lain enak aja pas main zzz patah/leg tolong dong di optimalin... biar seru mainnya tanpa kendala 🙏",bagus tapikok patah deh hpnya oke grafik turun rendah pas patahleg tolong optimalin biar seru main tanpa kendala,Negative,Positive
