Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
"Loading kelamaan, udh keburu kiamat",loading keburu kiamat,Negative,Negative
Gamenya unik dan ramah untuk device kentang.. Semoga gamenya terus berkembang..,unik ramah device kentang moga kembang,Positive,Positive
THE BEST.,the best,Positive,Positive
bansos bnyk ty devs,bansos ty devs,Positive,Positive
"Ga sia sia nunggu 2 tahun buat nih masterpiece. Story nya seru, karakternya juga menarik dan gameplay nya juga unik. Harap harap ke depannya bakal lebih banyak bansos dan karakter yang lebih menarikᗜˬᗜ",sia sia tunggu tahun masterpiece story seru karakter tarik gameplay unik harap harap depan bansos karakter tarik,Negative,Positive
mantap!,mantap,Positive,Positive
"ya, sangat suka",suka,Positive,Positive
Mantab,mantab,Positive,Positive
"Semoga kedepannya bisa lebih optimal, untuk masalah kinerja",moga depan optimal kerja,Positive,Positive
fix the stuttering issue please,fix the stuttering issue please,Negative,Negative
"Ceritanya bagus, tapi pas ngelawan monster, keliling kota aku ngga tau mau kemana, soalnya layarnya hitam semua kecuali karakternya",cerita bagus pas lawan monster keliling kota tau mana layar hitam kecuali karakter,Negative,Negative
"gamenya bagus karena konsep utamanya terasa sangat baru dibanding game lain sejenisnya--desain karakter keren dan ""baru""--konsep story yang rapi namun tetap seru nan kompleks--pengalaman build karakter sangat mudah, karena banyak cara untuk upgrade build karakter, terutama soal farming disk--dan meta masih terbilang ramah untuk F2P/Low Spender--saya update jadi 5* karena sudah ga pernah force close lagi dan thanks atas reward tahun baru nya, terima kasih dev",bagus konsep utama banding sejenisnyadesain karakter keren barukonsep story rapi seru nan komplekspengalaman build karakter mudah upgrade build karakter farming diskdan meta bilang ramah fplow spendersaya update force close thanks reward tahun terima kasih dev,Positive,Negative
best mobile game,best mobile,Positive,Positive
Hoyoverse kapan ada dubbing Indonesia di game mu ini?,hoyoverse dubbing indonesia mu,Positive,Negative
Semenjak update terbaru entah mengapa saat memulai game rasanya berat sekali ni game padahal sebelumnya nggak ada patah patah malah sangat lancar. kalo masalahnya ke device saya bermain genshin impact disetingan rata kanan dan tidak ada kendala lag sama sekali. Tolong ini bisa diperbaiki segera,semenjak update baru berat patah patah lancar device main genshin impact ting rata kanan kendala lag tolong baik,Negative,Negative
dimohon untuk optimalisasi,mohon optimalisasi,Negative,Positive
tol,tol,Positive,Positive
"Tanggal 4 jam 9/10 WIB Baru bisa di mainin, jangan spam bintang 1",tanggal jam wib mainin spam bintang,Negative,Negative
game mobile yang asik untuk dimainkan,mobile asik main,Positive,Positive
Game tai,tahi,Negative,Negative
"yes, Seed is cute, tapi game nya agak bikin boring, mirip game Honkai Impact 3, tapi yang ini kerasa lebih bikin boring, fitur perfect assist nya emang enak mirip ngeparry serangan musuh, hanya saja ada mode TV, emang mode nya santai tapi kalo targetnya panjang dan lama bakal bikin bosen, trus angka damage, untuk mengetahui itu crit damage atau damage normal agak susah buat di ketahui karena angka damage terlihat sama, buat physic jiggle saya suka, itu point utama dalam game ini",yes seed is cute bikin boring honkai impact rasa bikin boring fitur perfect assist ngeparry serang musuh mode tv mode santai target bikin bosan angka damage crit damage damage normal susah tahu angka damage physic jiggle suka point utama,Negative,Negative
Terlalu berat chipset 860 harus nya main di setingan low udah ringan tapi ini ga ngaruh dan main beberapa menit udah lag parah mana dah pake cooler ga ngaruh juga,berat chipset ting low ringan ngaruh menit lag parah deh pakai cooler ngaruh,Negative,Negative
Gameplaynya bagus si. Storynya juga seru cmn ya tv aja agak bosan 😅 diaku,gameplaynya bagus storynya seru cuman tv bosan dia,Positive,Positive
i really like the combat and how straight forward the story is! the amount of polychromes/pulls they give each patch are very generous too ^_^,really like the combat and how straight forward the story is the amount of polychromespulls they give each patch are very generous too,Positive,Positive
aduh sampai kesemutan main nya 🤣,aduh semut,Negative,Positive
aku nak Vivian 😋,nak vivian,Positive,Positive
"Please deh pra-unduh nya jgn kegedean, masa versi skrng pra-unduh nyampe 17GB lbh. Pdhl saya suka story game-nya! Tp size-nya sangat mengecewakan. Terlalu besar.",please deh praunduh gede versi praunduh gb suka story sizenya kecewa,Negative,Negative
Sangat cool,cool,Positive,Positive
Panjang umur game baik🥰🥰,umur,Negative,Negative
"Gamenya sih bagus, grafik juga oke, lancar juga gada lag dan minim drop fps, dropnya juga cuma ke 45fps. Minusnya gampang bikin males bagi gw + agak kikir😂",bagus grafik oke lancar lag minim drop fps drop fps minus gampang bikin malas kikir,Negative,Negative
seruu,seru,Positive,Positive
"ternyata cara main nya sama seperti honkai impact 3rd yaa,aku kirain petualang open world tanpa batas kayak game Genshin Impact,kurang tertarik sih, baru download langsung aku uninstall lagi setelah tau cara main game nya dari YouTube,TPI masih mending ketimbang star rail yang berbasis giliran,gak rame walaupun bnyak karakter yang baik sihh",honkai impact rd yaku tualang open world batas genshin impactkurang tarik download uninstall tau youtubetpi mending ketimbang star rail bas gilirangak rame karakter,Negative,Negative
gw kasih bintang lima klo lagi hoki mahal,kasih bintang hoki mahal,Negative,Positive
Bosenin,bosan,Positive,Positive
4 Jempol,jempol,Positive,Positive
game ini sangat bagus bagi kalian yg wibu,bagus wibu,Positive,Positive
saya bermain game zenless zone zero pada saat mengerjakan story zenless zone zero 2.3 saya mengalami freeze pada saat mengerjakan story zenless zone zero mohon segera tangani ya pihak hoyoverse,main zenless zone zero story zenless zone zero alami freeze story zenless zone zero tangan hoyoverse,Negative,Negative
"after update, hp cepat panas",after update hp cepat panas,Negative,Negative
"Yang aku suka dari Z3 itu karena storyline-nya yang fresh. Di tengah dunia fantasi yang penuh keajaiban dan sihir, Z3 datang dengan konsep dunianya yang berupa urban city",suka storylinenya fresh tengah dunia fantasi penuh ajaib sihir konsep dunia urban city,Positive,Negative
I like this,like this,Positive,Positive
Ini ngak ada rate on yah? Soalnya pas gacha ellen di pity 80 kok ngak dapet!,rate on pas gacha ellen pity,Positive,Negative
"Pas ingame mah lancar² aj kaya battle trus gacha dan sebagainya, cuma ya itu mapny HITAM bjir...",pas ingame mah lancar battle gacha mapny hitam bjir,Negative,Negative
Rate gacha ampas,rate gacha ampas,Negative,Negative
yasssss,yas,Positive,Positive
"Untuk saat ini B4 dulu. Untuk FPS tolong dioptimalkan lagi masih sering drop FPS, padahal di game kakak-kakaknya lancar (grafik tinggi 60 fps) sedangkan ini grafik medium 60fps sering drop. Semoga bisa dioptimalkan lagi, dan JANGAN KIKIKIR YAAA GAME BAIKKK..... 😁",fps tolong optimal drop fps kakakkakaknya lancar grafik tinggi fps grafik medium fps drop moga optimal kikikir,Negative,Negative
"Saran untuk optimalisasi untuk beberapa device walau mempunyai spesifikasi yang memumpuni tapi suka terjadinya limit di 20fps, saya menggunakan dimensity 8350 Ultimate untuk bermain hanya sebentar stabil nya padahal hp pun tidak panas / hangat karna saya pakai cooler, sudahdi hapus chace dan file vulkan bisa membantu tapi nanti akan kembali tidak stabil game nya",saran optimalisasi device spesifikasi mumpuni suka limit fps dimensity ultimate main sebentar stabil hp panas hangat pakai cooler sudahdi hapus chace file vulkan bantu stabil,Negative,Negative
"Untuk game ini bagus menurut aku bagus malahan grafik ok 😈 game paly bagus, tapi pas game pertama kali rilis gk bisa download tunggu sampai updates 1.1 , kenapa lah hoyo padahal main game ini cuma incar Ellen Joe sama zhu yauan tapi kenapa harus tunggu 🥲 , saran aku sih jika org gk bisa dapat karakter Ellen ama Zhu minimal ada pahse 2 biar enak 🙏😄🗿, segitu aja dulu, emang game terbaik sih gk kaku lagi, jujur agak kecewa 😞, 🙏😄",bagus bagus grafik ok paly bagus pas rilis download tunggu updates hoyo incar ellen joe zhu yauan tunggu saran karakter ellen zhu minimal pahse biar segitu baik kaku jujur kecewa,Positive,Positive
"Setelah update di play store tidak bisa memasuki permainan ini,di katakan bahwa perangkat tidak kompatibel..maaf🙏,padahal permainan ini lancar saat versi sebelumnya",update play store pasuk main inidi perangkat kompatibelmaafpadahal main lancar versi,Negative,Negative
Untuk game ini tolong loading game nya cepetin biar saya bisa main aku liat liat game nya keliatan seru tapi loading nya lama banget sampe Ampe bisa nunggu 2jam kalo gak 1jam lebih udah itu aja teruntuk Dev nya tolong ya maaf atas kerepotanya,tolong loading cepetin biar seru loading tunggu jam jam untuk dev tolong maaf kerepotanya,Negative,Negative
Minimal dialog gerak dikit minimal prolog di animasikan apa coba suruh baca komik 18Gb download cuman dpt komik?? 18gb itu buat render tektek,minimal dialog gerak dikit minimal prolog animasi coba suruh baca komik gb download cuman komik gb render tektek,Negative,Negative
game casual seru,casual seru,Positive,Positive
terimakasih game baik walau akun ku selalu hard pity + blm pernah menang rate off yasudah lah,terimakasih akun ku hard pity menang rate off yasudah,Negative,Negative
kikir nih game tiap rate off terus aja rate off ga pernah menang sama kaya genshin di awal awal rilis,kikir rate off rate off menang genshin rilis,Negative,Negative
"Terjadi masalah pada cutscane story utama yang dimana hilangnya BGM di bagian cutscane tersebut sedangkan voice over karakter di dalam cutscane tersebut masih ada. Hal tersebut membuat saya jadi males buat lanjutin story utamanya ini, karena saat terjadi cutscane epik saya hanya bisa mendengar karakter di dalam cutscane tersebut bicara sedangkan bagian BGM ini tidak ada sama sekali dan saya sudah coba download ulang untuk bagian data dari game ini namun masih sama saja",cutscane story utama mana hilang bgm cutscane voice over karakter cutscane malas lanjut story utama cutscane epik dengar karakter cutscane bicara bgm coba download ulang data,Negative,Negative
"game ny bagus animasi ny mulus,bagus,dan gampang.cerita ny aku suka banget semua ny aku suuuuuukaaaaaa thanks hoyoverse☺️☺️☺️☺️☺️😊",bagus animasi mulusbagusdan gampangcerita suka suka thanks hoyoverse,Positive,Positive
sangat menyenangkan dan menghibur dengan jiggle physic nya😋,senang hibur jiggle physic,Positive,Positive
dev...saran dikit nih buat beberapa tempat yg ada efek miasmanya di optimalin lagi dong atau untuk beberapa efek battle yg luar biasa Jedar jedor itu juga butuh peng optimalan gw udah yg paling bawah grafiknya perasaan masih ada aja frame drop nya pliss ya Dev cakep banget nih game gw ngikutin dari awal rilis btw🗿🗿🗿,devsaran dikit efek miasma optimalin efek battle jedar jedor butuh peng optimal grafik asa frame drop pliss dev cakep ikut rilis btw,Negative,Negative
minn ko aku gdpt bansos gacha baner limit min😿😿 tolong dong minn,minn gdpt bansos gacha baner limit min tolong minn,Negative,Negative
panjang umur game pembaik,umur baik,Positive,Positive
Yang sering login gak bisa atau macet di login optimasi . Brrti devicemu aja yang kurang memadai . Di gua pc hp lancar2 aja . Dan untuk optimasi itu biar gamenya tetep bagus dan minim bug . Hadehh ngeluh mulu,login macet login optimasi devicemu pada gua pc hp lancar optimasi biar bagus minim bug hadehh ngeluh mulu,Negative,Negative
Map hitam,map hitam,Negative,Negative
"Optimalisasi kurang, Snapdragon 7 gen 3 sudah tidak kuat. Padahal dengan area dan peta yang tidak terlalu luas harusnya bisa lebih baik.",optimalisasi snapdragon gen kuat area peta luas,Positive,Negative
gamenya seru,seru,Positive,Positive
panjang umur game baik🥰,umur,Negative,Negative
Nice tinggal nunggu bansos lagi 🫡,nice tinggal tunggu bansos,Negative,Positive
Keren,keren,Positive,Positive
"suka banget sama game ny, dari visual bergaya anime, gameplay yg sangat menarik, dan yg paling kusuka dari mekanisme ""parry"" yg sangat satisfying🤩🤩",suka visual gaya anime gameplay tarik suka mekanisme parry satisfying,Positive,Positive
Mohon maaf saya memberi rating 3. Setelah update patch di beberapa perangkat smartphone mengalami patah2 saat battle. Mohon untuk segera di tangani 🙏🏼🙏🏼🥲🥲,maaf rating update patch perangkat smartphone alami patah battle tangan,Negative,Negative
ampass gacha,ampass gacha,Positive,Positive
Kenapa gacha saya ampas di gim hoyo? 😔,gacha ampas gim hoyo,Negative,Negative
Saya stuck di loading 70% dan crash padahal device saya bagus,stuck loading crash device bagus,Negative,Negative
Ok,ok,Positive,Positive
"Five star deserved to the developer, this latest update is way batter than before",five star deserved the developer this latest update is way batter tahan before,Negative,Negative
kita harus memiliki keyakinan yang BESAR~,milik yakin,Positive,Positive
Perangkat tidak kompatibel padahal hp saya sudah memadai,perangkat kompatibel hp pada,Negative,Positive
Buat yg bermasalah kemungkinan karena spek hp klen atau settingan grafik klen,masalah spek hp settingan grafik,Negative,Negative
"Banyak banget bug nya, baru sehari main langsung hapus. Baru tau hoyo bisa bikin game gagal, perbaikin lagi!!",bug hari hapus tau hoyo bikin gagal baik,Negative,Negative
"besar banget donwload datanya, 18gb😭😭😭",donwload data gb,Negative,Negative
GAME DERMAWAN SETELAH HSR,dermawan hsr,Positive,Positive
"game nya seru dan asik, dari segi cerita, grafik, VA, subtitle, animasi, dll itu sudah bagus dan memuaskan. Saya juga belum pernah menemukan bug"" juga. saran dari saya sih utk dapetin bahan"" utk upgrade karakter/w-engine/skill di permudah karena saya merasa agak pelit soalnya ada batre yg isinya lama ditambah bahan yg didapatkan hanya sedikit jadi makin lama. Sama perbanyak event berhadiah polychrome supaya rajin gacha wkwk. Satu lagi mode explore yang TV"" itu sangat membosankan bagi saya.",seru asik segi cerita grafik va subtitle animasi dll bagus muas temu bug saran bahan upgrade karakterwengineskill mudah pelit batre isi tambah bahan dapat banyak event hadiah polychrome rajin gacha wkwk mode explore tv bosan,Negative,Negative
Uwasik pol,uwasik pol,Negative,Positive
Coba dulu,coba,Negative,Negative
I Love This Game,love this,Positive,Positive
"saya tidak bisa login kembali ke akun saya yang bernama Fujimiya karena email yang terkait telah di hack oleh seseorang, apakah ada cara lain agar bisa login kembali min?🙏",login akun nama fujimiya email kait hack login min,Negative,Negative
"Overall aku suka bgt dgn gameplaynya,story,explorasi,dll cmn yg agak mager di mode tv-nya aj dan tambahin juga dong mode co-op di bos mingguan GK cuman di co-op arkade doang",overall suka gameplaynyastoryexplorasidll cuman mager mode tvnya tambah mode coop bos minggu cuman coop arkade doang,Positive,Positive
Game keren,keren,Positive,Positive
loading screen ny cukup lama dan agak framedrop pas battle tolong optimalisasi pada android,loading screen framedrop pas battle tolong optimalisasi android,Negative,Negative
GAME BAIK YANG SANGAT WEW,wew,Positive,Positive
"Jangan main ini game. Udah gacha busuk, penuh dengan scam.",gacha busuk penuh scam,Negative,Negative
great game,great,Positive,Positive
"bansos banyak tapi gatchanya busuk banget, mentok pity mulu",bansos gatchanya busuk mentok pity mulu,Negative,Negative
"Yatuhan, gk kuat 64gb buat nampung 15gb lagi, padahal mau Ellen😭",yatuhan kuat gb nampung gb ellen,Negative,Negative
"sejauh ini sudah sangat bagus, mulai dari keunikan yang berbeda dari game hoyoverse yang lain dan mekanisme yang beragam, semua sudah bagus, untuk saran, kedepannya diharapkan semoga menambah konten-konten penjelajahan atau mempermudah mencari material tertentu, karena menurut saya sebagai pemain yang sudah mencapai akhir cerita saat ini, sangat susah mencari bahan material untuk mengembangkan agen, mungkin itu saja untuk saat ini, pokoknya overall sudah bagus, good job hoyoverse!!",bagus uni beda hoyoverse mekanisme agam bagus saran depan harap moga tambah kontenkonten jelajah mudah cari material main capai cerita susah cari bahan material kembang agen pokok overall bagus good job hoyoverse,Negative,Negative
"Tolong tombol untuk menghindar agak delay, jadi tolong diperbaiki",tolong tombol hindar delay tolong baik,Negative,Negative
"tolong jangan kayak gini hoyo, design karakter kalian istimewa mau pun cewek atau cowok, tapi seimbangkanlah perilisan karakter cowok rank S padahal itu yang membuat game kalian populer di dalam cerita maupun event tertentu 😞",tolong hoyo design karakter istimewa cewek cowok imbang rilis karakter cowok rank populer cerita event,Negative,Negative
Gameplay seru dan design karakter-karakter yang sangat bagus,gameplay seru design karakterkarakter bagus,Positive,Positive
i love zzz,love,Positive,Positive
"Tolong turunin size gamenya :( besar banget bahkan lebih besar dari honkai star rail dsb... Tolong zenlesss mihoyo , biar bisa main terusan aku",tolong turunin size honkai star rail dsb tolong zenles mihoyo biar terus,Negative,Negative
Suka combatnya sih untuk cerita saya ga terlalu menikmati soalny sibuk kerja juga ga fokus ke cerita,suka combatnya cerita nikmat soalny sibuk fokus cerita,Negative,Negative
semangat min. yang sabar juga ngadepin komen² yang padahal ada solusinya 😅,semangat min sabar ngadepin komen solusi,Positive,Positive
Gooner game😹,gooner,Positive,Positive
tolong optimalisasi di mobile di perbaik lagi,tolong optimalisasi mobile baik,Positive,Positive
mantap emang,mantap,Positive,Positive
Game yang menyenangkan tapi perlu lebih balance di bagian grafik,senang balance grafik,Positive,Positive
"maaf nih kok semenjak update ini game malah sering frame drop, padahal sebelumnya dengan setingan yg sama aman aman aja bahkan saat fight juga aman, tolong perbaiki",maaf semenjak update frame drop ting aman aman fight aman tolong baik,Negative,Negative
ribet mesti jalankan misi harian,ribet mesti jalan misi hari,Negative,Negative
The gameplay is relaxing and fun so I hope this game continues to develop and update more unique characters 😹,the gameplay is relaxing and fun sok hope this continues develop and update more unique characters,Negative,Positive
fun game,fun,Positive,Positive
Ellen nya loh rek besar bet🤓,ellen loh rek,Positive,Positive
Alamak good game,alamak good,Positive,Positive
Sistem di gacha selalu bikin sakit hati udah lelah lelah ngumpulin buat gacha character pasti kalah rate off dan juga pitynya selalu di 77 keatas semua,sistem gacha bikin sakit hati lelah lelah ngumpulin gacha character kalah rate off pitynya atas,Negative,Negative
baguss bangett game nyaa,bagus,Positive,Positive
"mengesampingkan spek minimum device, game ini benar-benar dapat dinikmati sebagai player f2p dan yang tidak terlalu mengejar meta. Dengan powercreep yang tidak terlalu cepat seperti kakak-kakaknya, membuat sebagian besar character di zzz masih relevan tiap patch ke patch. Sejauh ini, zzz masih bisa dikategorikan sbg game baik, bansosnya lancar, polychrome yang bisa didapatkan cukup stabil. Meski begitu, buat new player zzz itu cukup try hard buat story awal-awal",samping spek minimum device benarbenar nikmat player fp kejar meta powercreep cepat kakakkakaknya character relevan patch patch kategori bansosnya lancar polychrome dapat stabil new player try hard story awalawal,Negative,Positive
"bintang 5,aku suka susu",bintang suka susu,Negative,Positive
Jembut rate gacha sangat ampas,jembut rate gacha ampas,Negative,Negative
game tolol,tolol,Negative,Negative
Game Kerenn 😎,keren,Positive,Positive
vergil daughter is too strong dawg,vergil daughter is too strong dawg,Positive,Positive
Story ampas banget sumpah,story ampas sumpah,Negative,Negative
"asli ni akun w Napa hoyo, kalah rate off 3x berturut turut, gda fitur kek capturing kah, sumpah keras banget. ga hsr ga ini sama sama busuk akun w, sumpah hoyo kasih menang rate off lah, cape kalah Mulu, nyiksa batin doang dah lah",asli akun hoyo kalah rate off fitur capturing kah sumpah keras hsr busuk akun sumpah hoyo kasih menang rate off capek kalah mulu nyiksa batin doang deh,Negative,Negative
"makasih sudah mendengarkan, dan untuk sekarang sudah aman",terima kasih dengar aman,Positive,Positive
Gue paling suka gameplay game ini. Tolong adain open world supaya lebih seru. Mantap,suka gameplay tolong ada open world seru mantap,Positive,Positive
bagus tapi aku juga dapet karakter Evelyn itu bagus tapi bolehkah downloadnya sampai 2 kali ini sama aja sama honkai impact 3 lama banget download-an nya,bagus karakter evelyn bagus downloadnya honkai impact downloadan,Positive,Positive
Bagus,bagus,Positive,Positive
karna gw sepuh wkwk,sepuh wkwk,Negative,Positive
jadi ke inget main persona 5 royal tampilan dan animasinya🥰🥰,persona royal tampil animasi,Negative,Negative
"tolong jangan fokus di konten atau event nya saja, peforma game nya di pikirkan lah ini buruk sekali terkadang force close sendiri di beberapa device, banyak teman temanku bilang gamenya buruk peforma",tolong fokus konten event forma pikir buruk terkadang force close device teman teman bilang buruk forma,Negative,Negative
Sehat-sehat game baik,sehatsehat,Positive,Positive
intinya zenless tuh terlalu perfect lah untuk sebuah game👍,inti zenless tuh perfect,Positive,Positive
"Tolong diperbaiki, untuk sekarang saya tidak bisa bermain dengan lancar. FPS maksimal kena di 27 padahal kemaren sebelum update kena di 60",tolong baik main lancar fps maksimal kemarin update,Negative,Negative
"Pengalaman Bermain Yang Menyenangkan Dan Seru Kadang Tegang Banget Main Game ini dan kadang greget lihat battlenya Dan jugaCutscene?10/10 Keren Banget Serasa Nonton anime Xixi.Selebihnya Nice Semua,Bansos Ada,Dan Mungkin ada beberapa gameplay yang ribet karna sedang menyesuaikan :) Overall 10/10",alam main senang seru kadang tegang kadang greget battlenya jugacutscene keren serasa tonton anime xixiselebihnya nice semuabansos adad gameplay ribet sesuai overall,Positive,Positive
Visual game nya eyecatching banget👍,visual eyecatching,Positive,Positive
Capek rate off di high Pity mulu langsung males main lagi berujung uninstall I'm really tired of collecting 80 master tapes in case it ends up being a rate off,capek rate off high pity mulu malas ujung uninstall im really tired of collecting master tapes case ends up being rate off,Negative,Negative
"Animasi bagus,story bagus,battlenya apalagi bagus bgt.Tapi sayang mood main udah ilang duluan gara2 kebanyakan eksplorasi tv.terlalu banyak animasi,npc nya juga kebanyakan ngomong.player mau gerak terbatasi banget,lebih kebanyakan disuruh nonton animasi2 sama npc ngobrol gak penting ketimbang kita yg main.Kita instal ini game buat dimainin,bukan buat ditonton.Ntah apa isi fikiran dev nya,udah di protes dari tahap beta masih aja di bagian tv kebanyakan ngobrol sama animasi.",animasi bagusstory bagusbattlenya bagus bgttapi sayang mood hilang duluan gara banyak eksplorasi tvterlalu animasinpc banyak ngomongplayer gerak batas bangetlebih banyak suruh tonton animasi npc obrol ketimbang mainkita instal dimaininbukan ditontonntah isi pikir dev nyaudah protes tahap beta tv banyak obrol animasi,Negative,Negative
Peak,peak,Positive,Positive
"Makasih udah bikin karakter secantik Yanagi, dan makasih juga udah bikin karakter seimut Burnice.",terima kasih bikin karakter cantik yanagi terima kasih bikin karakter seimut burnice,Positive,Positive
ZZZ NICE GAME,nice,Positive,Positive
"Tolong Saat Update Kedepannya, buat game ini lebih ringan, agar ramah untuk banyak orang dan ramah untuk berbagai device, dan tolong agar kedepannya zzz tidak memakan banyak ruang penyimpanan, bisa dibuat fitur atau apa yang mengecilkan size game ini, tapi yang paling penting adalah game ini dibuat lebih ringan, Sekian Terima Kasih.",tolong update depan ringan ramah ramah device tolong depan makan ruang simpan fitur kecil size ringan sekian terima kasih,Negative,Negative
gem nya tidak bagus karena pas masuk Layar nya hitam semua,gem bagus pas layar hitam,Positive,Negative
"ekhmm bisa dibiliang f2p lah beda dari 2 game se dev, tapi rada kikir🗿",ekhmm dibiliang fp beda dev rada kikir,Positive,Positive
Game boring,boring,Negative,Negative
